"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"SARL SEBASTIEN DEBIEMME","https://www.qualibat.com/resultat-de-la-recherche/sarl-sebastien-debiemme-82196","ZA DE CHASSIGNIEUX, 71520 DOMPIERRE LES ORMES","0385509981","sdebiemme@wanadoo.fr","5110097550","51100975500014","4",743182,71,"23"
"NAULIN SARL","https://www.qualibat.com/resultat-de-la-recherche/naulin-sarl-33744","CHARPENTE LES TATINS, 71220 MARIZY","0385246261","fabrice.naulin@gmail.com","4475430750","44754307500017","5",630000,71,"23"
"DUPONT FRERES SARL","https://www.qualibat.com/resultat-de-la-recherche/dupont-freres-sarl-33510","CHARPENTE 1389, R.N. 6, 71680 CRECHES SUR SAONE","0385365053","dupont-freres@orange.fr","3212260860","32122608600015","13",1200000,71,"23"
"PERTET ROMAIN ENTREPRISE","https://www.qualibat.com/resultat-de-la-recherche/pertet-romain-entreprise-131642","85 RUE DE L'EGLISE, 71500 BRANGES","0385751698","romain.pertet@orange.fr","4779969870","47799698700038","8",743553,71,"23"
"BOURGOGNE TOITURE","https://www.qualibat.com/resultat-de-la-recherche/bourgogne-toiture-86386","480 RUE DES GRANDES TEPPES SENNECE LES MACON, 71000 MACON","0385323528","toiture.bourgogne@orange.fr","5080128040","50801280400037","11",1710000,71,"23"
"DEBOST PASCAL","https://www.qualibat.com/resultat-de-la-recherche/debost-pascal-76496","HAMEAU BEAUMARTIN, 71470 ROMENAY","0385403851","debostcharpente@bbox.fr","4821551320","48215513200012","8",401298,71,"23"
"RICHARD DUTEL ET FILS SAS","https://www.qualibat.com/resultat-de-la-recherche/richard-dutel-et-fils-sas-181760","469 ROUTE DE LOUHANS, 71580 SAGY","0385740716","jeremydutel@irange.fr","8777031400","87770314000013","8",860000,71,"23"
"SAONE SEILLE CHARPENTE","https://www.qualibat.com/resultat-de-la-recherche/saone-seille-charpente-33848","157 RUE DES BRUYERES ZI DU BOIS BERNOUX, 71290 CUISERY","0385401569","contact@ssc71.fr","4122189010","41221890100012","12",1160000,71,"23"
"METROT JOEL","https://www.qualibat.com/resultat-de-la-recherche/metrot-joel-34484","SAINT JEAN, 71330 BOSJEAN","0385747146","metrot.j@orange.fr","3502740070","35027400700011","3",342140,71,"23"
"GRESSARD PASCAL SARL","https://www.qualibat.com/resultat-de-la-recherche/gressard-pascal-sarl-79053","Z.A. PRÉ SAINT GERMAIN 5 RUE ALBERT SCHMITT, 71250 CLUNY","0385590257","charpentegressard@orange.fr","5016582490","50165824900013","15",1770000,71,"23"
"TOUTANT PERE ET FILS SARL","https://www.qualibat.com/resultat-de-la-recherche/toutant-pere-et-fils-sarl-33997","LE PROST, 71520 ST POINT","0385505696","sarltoutant@orange.fr","4195810460","41958104600010","4",209849,71,"23"
"CHARMOND SAS","https://www.qualibat.com/resultat-de-la-recherche/charmond-sas-34197","712 ROUTE DE LEVIGNY, 71850 CHARNAY LES MACON","0609388007","charmond.sas@wanadoo.fr","3478066300","34780663000021","4",510000,71,"23"
"COVRE CHARPENTE","https://www.qualibat.com/resultat-de-la-recherche/covre-charpente-34518","CHEMIN DES CHAMPAGNES, 71150 CHAGNY","0385870048","philippe.covre@orange.fr","3978326010","39783260100025","10",694649,71,"23"
"ERIC BADOT BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/eric-badot-batiment-131180","3 CHEMIN DU BOIS DE LA PORTE, 71370 BAUDRIERES","0385473342","eric.badot@wanadoo.fr","5283798110","52837981100011","5",296000,71,"23"
"SAS GUY BARGE - EMMANUEL PELISSON","https://www.qualibat.com/resultat-de-la-recherche/sas-guy-barge---emmanuel-pelisson-34013","CHARPENTE COUVERTURE LA ROCHE, 71570 ST VERAND","0385374269","bargepelisson@orange.fr","4239483480","42394834800010","10",762500,71,"23"
"PHILIBERT CHARPENTE","https://www.qualibat.com/resultat-de-la-recherche/philibert-charpente-181186","2 RUE DE GERMIGNY, 71100 CHALON SUR SAONE","0632235060","v.philibert.charpentier@gmail.com","8329051860","83290518600017","8",327685,71,"23"
"JANNET S.A.","https://www.qualibat.com/resultat-de-la-recherche/jannet-s-a--33374","115 ROUTE DE LOUHANS, 71330 ST GERMAIN DU BOIS","0385720009","sa.hubert-jannet@orange.fr","3075608210","30756082100018","16",1370000,71,"23"
