"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"MS DECO (STE NOUVELLE)","https://www.qualibat.com/resultat-de-la-recherche/ms-deco-ste-nouvelle--52099","12 CHEMIN DE SAQUIER PARC ACTIVITÉS, 06200 NICE","0493728963","secretariat@snmsdeco.fr","4286224350","42862243500017","16",4200000,6,"41"
"CLIP","https://www.qualibat.com/resultat-de-la-recherche/clip-52092","946 ROUTE DE DRAGUIGNAN, 06530 LE TIGNET","0493602029","sarl-clip@orange.fr","4346846840","43468468400021","9",1440000,6,"41"
"LORRAINE BATIMENT (SARL)","https://www.qualibat.com/resultat-de-la-recherche/lorraine-batiment-sarl--51350","199 CHEMIN DU VAL DE CAGNES LIEUDIT LES SALLES ORIENTALES, 06800 CAGNES SUR MER","0492028151","lorraine.batiment@orange.fr","3269826670","32698266700056","8",2400000,6,"41"
"EUROP BAT","https://www.qualibat.com/resultat-de-la-recherche/europ-bat-131597","11 RUE PARMENTIER, 06100 NICE","0493513369","contact@europbat.com","8004036440","80040364400027","9",1060000,6,"41"
"CLIBAT AMENAGEMENT","https://www.qualibat.com/resultat-de-la-recherche/clibat-amenagement-71570","ZI SECTEUR D12 6 ALLEE DES SANTONNIERS, 06700 SAINT LAURENT DU VAR","0493738744","clibat@isaia-group.com","4928443370","49284433700047","33",9790000,6,"41"
"AGEO CONSTRUCTION","https://www.qualibat.com/resultat-de-la-recherche/ageo-construction-75181","17, AVENUE DU MERCANTOUR, 06800 CAGNES SUR MER","0493715739","ageo@ageo-construction.com","4531370100","45313701000022","10",2270000,6,"41"
"DUMEZ COTE D'AZUR","https://www.qualibat.com/resultat-de-la-recherche/dumez-cote-d-azur-50681","208, ROUTE DU MERCANTOUR IMM LE SPACE  - BAT A BP 93192, 06204 NICE CEDEX 3","0493144093","dumezcotedazur@vinci-construction.fr","4212270000","42122700000047","176",106310000,6,"41"
"SO.PRO.BAT","https://www.qualibat.com/resultat-de-la-recherche/so-pro-bat-85882","60, CHEMIN DU VAL FLEURI - BAT 8, 06800 CAGNES SUR MER","0664172138","patricia.consavela@soprobat.net","4237694620","42376946200049","16",3030000,6,"41"
"SIRIUS","https://www.qualibat.com/resultat-de-la-recherche/sirius-181412","301 CHE DE LA CHEVRE D OR, 06410 BIOT","0785892870","sirius.france@outlook.com","8538037320","85380373200017","14",1300000,6,"41"
"BAUDOIN BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/baudoin-batiment-136441","21 ROUTE DE VALBERG, 06470 GUILLAUMES","0626387460","baudoin.julien@hotmail.fr","8020349750","80203497500010","2",185000,6,"41"
"ZANCHI FAUX PLAFONDS","https://www.qualibat.com/resultat-de-la-recherche/zanchi-faux-plafonds-97485","MTG SUD 33, BD MARECHAL JUIN, 06800 CAGNES SUR MER","0608537539","zanchifauxplafond@gmail.com","5397240620","53972406200010","3",237792,6,"41"
"ENTREPRISE GENERALE DU LITTORAL","https://www.qualibat.com/resultat-de-la-recherche/entreprise-generale-du-littoral-52339","7,RUE ANTOINE SCOFFIER, 06340 LA TRINITE","0982403568","egl.bonito@gmail.com","4129321960","41293219600048","4",301011,6,"41"
"LEJEUNE SARL","https://www.qualibat.com/resultat-de-la-recherche/lejeune-sarl-50984","QUARTIER SAINT ROCH, 06260 PUGET THENIERS","0493050816","compta.lejeune@orange.fr","3826358860","38263588600015","15",4110000.0000000005,6,"41"
