"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"LOGIS HOME - JUPPET PEINTURE","https://www.qualibat.com/resultat-de-la-recherche/logis-home---juppet-peinture-139524","109 CHEMIN VERT, 38630 LES AVENIERES","0474336425","logishome38@gmail.com","7921458800","79214588000037","23",1180000,38,"61"
"MEDALIN ET FILS SAS","https://www.qualibat.com/resultat-de-la-recherche/medalin-et-fils-sas-21097","24 RUE CHRISTOPHE TURC, 38100 GRENOBLE","0476220906","sasmedalinetfils@gmail.com","4000189170","40001891700015","1",110000,38,"61"
"FAY CHRISTIAN","https://www.qualibat.com/resultat-de-la-recherche/fay-christian-20631","12 - 14 PLACE BERNARD PALISSY ZONE CHAMP FILA, 38320 POISAT","0476262990","fay.christian@orange.fr","0635025040","06350250400051","20",1820000,38,"61"
"D&R ISOLATION","https://www.qualibat.com/resultat-de-la-recherche/d-r-isolation-180742","763  RUE HECTOR BERLIOZ, 38340 VOREPPE","0673139044","dr.isolation2019@gmail.com","8492368310","84923683100012","4",262354,38,"61"
"D.I.C. DUMAS ISOLATION CLOISONS (SAS)","https://www.qualibat.com/resultat-de-la-recherche/d-i-c-dumas-isolation-cloisons-sas--20823","105 RUE DE LA GARENNE ZA GARENNE ET RAVAGEON, 38780 SEPTEME","0474596939","dic@groupe-dumas.fr","3257515010","32575150100033","45",5050000,38,"61"
"S.P.R.B.C. SARL PEINTURE","https://www.qualibat.com/resultat-de-la-recherche/s-p-r-b-c-sarl-peinture-21382","ZONE INDUSTRIELLE 505 RUE DES BECASSES CIDEX 112 E, 38920 CROLLES","0476080384","sprbc.vannucci@wanadoo.fr","3223568740","32235687400030","5",258813,38,"61"
"PALMIERI ENTREPRISE","https://www.qualibat.com/resultat-de-la-recherche/palmieri-entreprise-183555","83 AVENUE DU MAQUIS DE L'OISANS, 38800 LE PONT DE CLAIX","0476986219","palmieri.dominique@wanadoo.fr","8535960470","85359604700011","7",371217,38,"61"
"AMARA SAS","https://www.qualibat.com/resultat-de-la-recherche/amara-sas-21809","1 ALLEE PIN SAINT CLAIR, 38130 ECHIROLLES","0476700043","amara-sarl@orange.fr","4405143880","44051438800030","5",411710,38,"61"
"E.M.P.R.","https://www.qualibat.com/resultat-de-la-recherche/e-m-p-r--20858","ZA CHAMP SAINT ANGE 3 IMPASSE DES TANNERIES, 38760 VARCES ALLIERES ET RISSET","0476729333","contact@empr-alpes.fr","3264926830","32649268300031","21",1770000,38,"61"
"CHOUMANE ENTRETIEN","https://www.qualibat.com/resultat-de-la-recherche/choumane-entretien-176419","32 BIS AVENUE JEAN JAURES, 38600 FONTAINE","0620919460","entreprisechoumane@hotmail.fr","8351842190","83518421900011","14",489894,38,"61"
"BLANC DESIGN","https://www.qualibat.com/resultat-de-la-recherche/blanc-design-181445","510 AVENUE DU STADE, 38110 SAINT CLAIR DE LA TOUR","0675670510","harmat.platrerie@gmail.com","7982663000","79826630000028","5",389198,38,"61"
"GRANI-MIROIR SAS","https://www.qualibat.com/resultat-de-la-recherche/grani-miroir-sas-20966","11 RUE RAOUL FOLLEREAU, 38180 SEYSSINS","0476255136","accueil@grani-miroir.fr","0635008620","06350086200030","33",3070000,38,"61"
"SDPV SARL","https://www.qualibat.com/resultat-de-la-recherche/sdpv-sarl-21481","SOCIETE DAUPHINOISE PEINTURE VITRERIE 20 CHEMIN DE LA DIGUE, 38760 VARCES ALLIERES ET RISSET","0476732024","sdpv2@wanadoo.fr","3844953210","38449532100026","9",1270000,38,"61"
"SAINT VINCENT PEINTURE ET REVETEMENTS SARL","https://www.qualibat.com/resultat-de-la-recherche/saint-vincent-peinture-et-revetements-sarl-21388","ZA DU BRESSON BP 11, 38660 LE TOUVET","0476085467","stvincentpeinture@wanadoo.fr","3832269330","38322693300026","15",1360000,38,"61"
"IPRO (SAS)","https://www.qualibat.com/resultat-de-la-recherche/ipro-sas--98401","23 AVENUE ROLAND GARROS, 38590 SAINT ETIENNE DE SAINT GEOIRS","0476078735","ipro38@hotmail.fr","7503537570","75035375700032","10",769142,38,"61"
"RAVA BAT","https://www.qualibat.com/resultat-de-la-recherche/rava-bat-186603","39 IMPASSE DES MAYETTES, 38210 LA RIVIERE","0787009416","ravabat38@gmail.com","4490745900","44907459000034","3",456000,38,"61"
"PREZIOSO LINJEBYGG (SIEGE)","https://www.qualibat.com/resultat-de-la-recherche/prezioso-linjebygg-siege--21221","BÂTIMENT LOUISIANE - ESPACE ST GERMAIN 30 AVENUE GENERAL LECLERC CS 20389, 38217 VIENNE CEDEX","0474564228","guillaume.bejuy@prezioso-linjebygg.com","5736801620","57368016200340","1266",189980000,38,"61"
"FACADE PLUS","https://www.qualibat.com/resultat-de-la-recherche/facade-plus-179251","563 CHEMIN DE LA CARRA LE MURY, 38780 SEPTEME","0474782618","facadeplus@outlook.fr","4450822090","44508220900021","3",227119,38,"61"
"PEINTEURES VALLE DE L'ISERE","https://www.qualibat.com/resultat-de-la-recherche/peinteures-valle-de-l-isere-21226","PEINTURE DE LA VALLEE DE L ISERE 32 RUE DE COMBOIRE, 38130 ECHIROLLES","0476724301","contact@pvi38.com","3308273870","33082738700037","31",3220000,38,"61"
"ALPES RENOV (SARL)","https://www.qualibat.com/resultat-de-la-recherche/alpes-renov-sarl--111731","1690 AVENUE DU 22 AOUT 1944, 38350 LA MURE","0953571536","contact@alpesrenov.fr","7532199970","75321999700032","11",1030000,38,"61"
"PPRI LA BELMONTOISE","https://www.qualibat.com/resultat-de-la-recherche/ppri-la-belmontoise-99172","3209 ROUTE DEPARTEMENTALE 1085, 38300 NIVOLAS VERMELLE","0474837110","labelmontoise@orange.fr","7929164470","79291644700032","20",1880000,38,"61"
"BATI'MAINTENANCE","https://www.qualibat.com/resultat-de-la-recherche/bati-maintenance-164476","18 CHEMIN DE LA PISSARDE, 38640 CLAIX","0476729590","chloe.silvini@groupebatirplus.fr","5030914150","50309141500011","7",1060000,38,"61"
"EDIFICE (SARL)","https://www.qualibat.com/resultat-de-la-recherche/edifice-sarl--86579","ZAE LES BAUCHES 22 CHEMIN DE LA PISSARDE, 38640 CLAIX","0476221846","info@edifice-batiment.com","4353196030","43531960300039","16",2820000,38,"61"
"ENTREPRISE BATTAGLINO","https://www.qualibat.com/resultat-de-la-recherche/entreprise-battaglino-88367","503 RUE ARISTIDE BERGES, 38340 VOREPPE","0476070211","contact@battaglino.fr","0695011870","06950118700053","52",8650000,38,"61"
"BLANC GONNET SARL","https://www.qualibat.com/resultat-de-la-recherche/blanc-gonnet-sarl-20655","ROUTE DE SAINT QUENTIN, 38210 TULLINS","0476072467","blanc-gonnet@orange.fr","3531428960","35314289600011","12",951379,38,"61"
"BOSSANT LOVERA CIE SAS","https://www.qualibat.com/resultat-de-la-recherche/bossant-lovera-cie-sas-20673","IMMEUBLE 3C LES PLATRIERES 20 AVENUE DE LA GARE, 38560 JARRIE","0476964289","contact@bossantlovera.fr","0575003320","05750033200044","19",1890000,38,"61"
