"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"SARL ROYER BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/sarl-royer-batiment-14431","ZONE ARTISANALE DE L'ECOBUE, 72800 AUBIGNE RACAN","0243462106","marie.sarlroyer@orange.fr","3778564300","37785643000022","37",3070000,72,"43"
"AUGEREAU","https://www.qualibat.com/resultat-de-la-recherche/augereau-14574","ZI DE LA PRAIRIE, 72150 LE GRAND LUCE","0243404125","ma@augereau-menuiserie.fr","4502753590","45027535900013","7",796576,72,"43"
"MENUISERIE MANIERE","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-maniere-14341","22 RUE FRANÇOIS AVICE, 72400 CHERRE","0243710800","contact@menuiseriemaniere.fr","3290624420","32906244200010","7",841712,72,"43"
"GOHIER MENUISERIE","https://www.qualibat.com/resultat-de-la-recherche/gohier-menuiserie-14289","LA PETITE BINOCHE, 72290 CONGE SUR ORNE","0243971285","contact@menuiserie-gohier.com","3328357840","33283578400015","20",2009999.9999999998,72,"43"
"CHANOINE SAS","https://www.qualibat.com/resultat-de-la-recherche/chanoine-sas-14353","RUE DE TOURAINE, 72190 ST PAVACE","0243243719","accueil@chanoinemenuiserie.fr","3100375020","31003750200039","26",4099999.9999999995,72,"43"
"ETABLISSEMENTS LEROI","https://www.qualibat.com/resultat-de-la-recherche/etablissements-leroi-14291","75 RUE SAINT DENIS, 72300 SABLE SUR SARTHE","0243953488","secretariat@menuiserie-leroi.com","3243468990","32434689900010","20",3300000,72,"43"
"MENUISERIE EBENISTERIE BEAUCLAIR","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-ebenisterie-beauclair-14582","LE PORTAIL ROUTE DE BONNÉTABLE, 72290 ST MARS SOUS BALLON","0243334578","menuiseriebeauclair@wanadoo.fr","3421736890","34217368900023","4",678383,72,"43"
"SOCIETE DE CONSTRUCTIONS DE BEL AIR (SCBA)","https://www.qualibat.com/resultat-de-la-recherche/societe-de-constructions-de-bel-air-scba--14399","63 BOULEVARD JEAN-YVES CHAPALAIN, 72100 LE MANS","0243840310","general@scba-menuiserie.fr","5757516070","57575160700020","18",2110000,72,"43"
"VALLEE SAS","https://www.qualibat.com/resultat-de-la-recherche/vallee-sas-14354","16 BD PIERRE LEFAUCHEUX CP 42802 -  Z.I.S, 72028 LE MANS CEDEX 2","0243612828","vcastillon@vallee.fr","5769502080","57695020800024","278",58000000,72,"43"
"MENUISERIE ANTOINE REMI","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-antoine-remi-14535","ZA CHAMPS FLEURI, 72190 COULAINES","0243824026","contact@remi-antoine.com","4235014770","42350147700016","20",3850000,72,"43"
"MT2A","https://www.qualibat.com/resultat-de-la-recherche/mt2a-14520","AVENUE DU MAINE, 72190 ST PAVACE","0243811680","ffoucher@rousseau-agencement.com","3994610520","39946105200025","34",9600000,72,"43"
"BEZANNIER (SARL)","https://www.qualibat.com/resultat-de-la-recherche/bezannier-sarl--164958","ZAC DU CHÊNE 2 RUE DES TISSERANDS, 72610 ARCONNAY","0233274568","florian@sarlbezannier.fr","8240294580","82402945800018","6",498271,72,"43"
