"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"DELPHIN","https://www.qualibat.com/resultat-de-la-recherche/delphin-49741","17  ROUTE DE METZ, 54610 NOMENY","0383313136","clotures@sarldelphin.fr","3319015380","33190153800016","6",453216,54,"44"
"SMT SERRURERIE METALLERIE TUCQUENOISE","https://www.qualibat.com/resultat-de-la-recherche/smt-serrurerie-metallerie-tucquenoise-49799","MINIPOLE DU NORD EST, 54640 TUCQUEGNIEUX","0382212140","smt_sarl@laposte.net","4038814930","40388149300015","7",689976,54,"44"
"LICORNI LAMBERT SARL","https://www.qualibat.com/resultat-de-la-recherche/licorni-lambert-sarl-49443","ZI QUAI DU CANAL, 54250 CHAMPIGNEULLES","0383380521","lambert@licorni.com","7688000390","76880003900028","13",907698,54,"44"
"NAMYSL D. EURL","https://www.qualibat.com/resultat-de-la-recherche/namysl-d-eurl-49448","ZONE ARTISANALE LES PÂQUIS, 54110 REMEREVILLE","0383219404","namysl.didier@orange.fr","4851253970","48512539700011","5",351205,54,"44"
"SOMEG","https://www.qualibat.com/resultat-de-la-recherche/someg-49915","CARREAU DE LA MINE D'ANDERNY - CHEVILLON AVENUE DE LA FORÊT, 54640 TUCQUEGNIEUX","0382204892","ccs-someg@wanadoo.fr","3538366460","35383664600011","15",1870000,54,"44"
"METALEST-FRANCE","https://www.qualibat.com/resultat-de-la-recherche/metalest-france-167279","12 RUE CAMILLE FLAMMARION, 54300 LUNEVILLE","0383732286","sophie.celzard@metalest-france.fr","8134199590","81341995900016","11",1020000,54,"44"
"SPC METAL","https://www.qualibat.com/resultat-de-la-recherche/spc-metal-49874","3  ROUTE DE PARROY, 54370 BAUZEMONT","0383766800","spcmetal@wanadoo.fr","4483347890","44833478900014","9",925768,54,"44"
"SERRURERIE PARISET SARL","https://www.qualibat.com/resultat-de-la-recherche/serrurerie-pariset-sarl-49613","2 RUE GRANDJACQUOT, 54300 FRAIMBOIS","0383726435","serrurerie.pariset@wanadoo.fr","3842318660","38423186600011","4",973887,54,"44"
"JONATHAN DEMOLLE ACCES SERVICES","https://www.qualibat.com/resultat-de-la-recherche/jonathan-demolle-acces-services-130101","17 RUE LASSUS, 54760 MONTENOY","0633632721","accesserviceslorraine@gmail.com","7931376390","79313763900027","6",527338,54,"44"
"SIMON METALLERIE SARL","https://www.qualibat.com/resultat-de-la-recherche/simon-metallerie-sarl-49374","105 RUE DE LA PICOTTE, 54230 NEUVES MAISONS","0383472579","simon.metallerie@wanadoo.fr","4190281210","41902812100012","3",252501,54,"44"
"ACROTIR","https://www.qualibat.com/resultat-de-la-recherche/acrotir-49914","44 BIS AVENUE DE GERBEVILLER, 54300 LUNEVILLE","0383731515","acrotir@acrotir.com","4214144180","42141441800028","11",2080000,54,"44"
"METALLIERS LORRAINS","https://www.qualibat.com/resultat-de-la-recherche/metalliers-lorrains-49446","13 RUE ALFRED KRUG, 54000 NANCY","0383371804","contact@metallierslorrains.fr","3233756590","32337565900022","23",3410000,54,"44"
"THOMAS MELLE","https://www.qualibat.com/resultat-de-la-recherche/thomas-melle-183263","59 RUE DU GÉNÉRAL LECLERC, 54122 AZERAILLES","0383751533","tm54@orange.fr","8810566340","88105663400010","4",463918,54,"44"
"CASTELLANI SARL","https://www.qualibat.com/resultat-de-la-recherche/castellani-sarl-49439","23 RUE MARECHAL FOCH, 54720 LEXY","0382232523","castellani.metal@orange.fr","4235814040","42358140400013","7",808218,54,"44"
"PROVOST FRANÇOIS SARL","https://www.qualibat.com/resultat-de-la-recherche/provost-fran-ois-sarl-49451","ZONE ARTISANALE DU HAUT SERROIR RUE DU PROFESSEUR MONTAUT, 54690 LAY ST CHRISTOPHE","0383228063","francois-provost@wanadoo.fr","3798601900","37986019000022","8",1320000,54,"44"
"LEFEVRE  R ET G","https://www.qualibat.com/resultat-de-la-recherche/lefevre-r-et-g-49444","ROUTE D'AUDUN LE ROMAN  BP 60040, 54560 BEUVILLERS","0382216036","administration@lefevre-metal.fr","6472200110","64722001100025","38",5750000,54,"44"
