"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"MARCEL BLIN","https://www.qualibat.com/resultat-de-la-recherche/marcel-blin-84552","ZA LES CHAMPS RIOU, 27190 LA BONNEVILLE SUR ITON","0232394698","compta@m-blin.fr","4447522240","44475222400022","33",4139999.9999999995,27,"43"
"ATELIER BOIS CONSTRUCTION","https://www.qualibat.com/resultat-de-la-recherche/atelier-bois-construction-86573","290 AVENUE E DESMOLINS, 27130 VERNEUIL SUR AVRE","0232603001","atelier.bois.construction@gmail.com","5213536490","52135364900010","13",1550000,27,"43"
"VOLKAERT MICHEL","https://www.qualibat.com/resultat-de-la-recherche/volkaert-michel-15240","BP 20 LE CHAMBLAC, 27270 BROGLIE","0232446362","contact@volkaert-constructions.fr","7807916870","78079168700012","36",2780000,27,"43"
"FRECHON","https://www.qualibat.com/resultat-de-la-recherche/frechon-163303","5 RUE ANDRE MORIN, 27260 EPAIGNES","0232571115","frechon.jerome@orange.fr","8217786360","82177863600018","10",1060000,27,"43"
"SWERTVAEGER","https://www.qualibat.com/resultat-de-la-recherche/swertvaeger-93968","30-32, LA BARRE, 27500 LE PERREY","0232413631","eric.swertvaeger@wanadoo.fr","5340770370","53407703700016","13",713815,27,"43"
"L2P MENUISERIE","https://www.qualibat.com/resultat-de-la-recherche/l2p-menuiserie-151177","3 RUE DU VIROLET, 27200 VERNON","0232549637","contact@l2pmenuiserie.fr","5226684580","52266845800022","8",1230000,27,"43"
"MENUISERIE LAURENT FOUQUER","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-laurent-fouquer-15738","13 QUAI DE LA RUELLE, 27500 PONT AUDEMER","0232412695","laurentfouquer@orange.fr","4422707730","44227077300017","11",668177,27,"43"
"BONAUD SAS","https://www.qualibat.com/resultat-de-la-recherche/bonaud-sas-15371","PA DE LA FORÊT RUE HENRI BECQUEREL BP 4022, 27040 EVREUX CEDEX","0232282013","patrick.bonaud@wanadoo.fr","3839629900","38396299000024","19",4890000,27,"43"
"ROCHER","https://www.qualibat.com/resultat-de-la-recherche/rocher-15707","ZA ""LE CABARET"" 46/48 ROUTE DE L EGLISE, 27500 FOURMETOT","0232420119","bureau@rocher-bois.fr","4197820650","41978206500017","31",3660000,27,"43"
"REVNOR LES REVETEMENTS DE NORMANDIE","https://www.qualibat.com/resultat-de-la-recherche/revnor-les-revetements-de-normandie-15351","ZAC DU LONG BUISSON 350 RUE NUNGESSER ET COLI BP 1628, 27016 EVREUX CEDEX","0232398030","contact@revnor.fr","3788355650","37883556500011","34",4660000,27,"43"
"SOCIETE NOUVELLE NORMEN","https://www.qualibat.com/resultat-de-la-recherche/societe-nouvelle-normen-15775","RUE DE MELLEVILLE, 27930 ANGERVILLE LA CAMPAGNE","0232283828","contact@normen-treuil.fr","4819967910","48199679100010","47",16190000.000000002,27,"43"
"TREUIL MENUISERIE BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/treuil-menuiserie-batiment-15454","ZI LA PORTE DES CHAMPS BP 16, 27220 ST ANDRE DE L'EURE","0232379571","treuil@treuil.fr","3813289960","38132899600016","62",19680000,27,"43"
"PLESSIX SARL","https://www.qualibat.com/resultat-de-la-recherche/plessix-sarl-15502","78 CHEMIN DE LA TUILERIE, 27930 SACQUENVILLE","0232349982","d.plessix@wanadoo.fr","3908983930","39089839300017","5",326596,27,"43"
"LAINE ALAIN","https://www.qualibat.com/resultat-de-la-recherche/laine-alain-15288","RUE DE LA PRAIRIE, 27120 PACY SUR EURE","0232360206","alain.laine.bois@wanadoo.fr","3187424910","31874249100018","6",258407,27,"43"
"JPV BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/jpv-batiment-15752","590 RUE JACQUES MONOD ZONE INDUSTRIELLE NUMERO 1 BP 1720, 27017 EVREUX CEDEX","0232391388","contact@jpv-batiment.fr","4488744870","44887448700011","35",5750000,27,"43"
