"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"GROUPEMENT REALISATION INDUSTRIEL DES FLUIDES","https://www.qualibat.com/resultat-de-la-recherche/groupement-realisation-industriel-des-fluides-136453","24 RUE MARCEL GROSMENIL, 94800 VILLEJUIF","0146773120","a.barbier-grif@orange.fr","3293238690","32932386900027","10",3020000,94,"52"
"AU RAPIDE DEPANNAGE","https://www.qualibat.com/resultat-de-la-recherche/au-rapide-depannage-132882","5 RUE DE METZ, 94700 MAISONS ALFORT","0143782522","contact@r-verrier.fr","3535337300","35353373000019","40",3600000,94,"52"
"M ENERGIES SERVICE - AGENCE FONTENAY-SOUS-BOIS","https://www.qualibat.com/resultat-de-la-recherche/m-energies-service---agence-fontenay-sous-bois-184217","56 RUE LOUIS AUROUX, 94120 FONTENAY SOUS BOIS","0141952222","c.mathis@m-energies.fr","4807317690","48073176900075","23",2730000,94,"52"
"DS CHAUFFAGE","https://www.qualibat.com/resultat-de-la-recherche/ds-chauffage-175688","21 RUE DES MARRONNIERS, 94500 CHAMPIGNY SUR MARNE","0685136051","ds.chauffage94@gmail.com","8378439940","83784399400018","1",130334,94,"52"
"MDF FLUIDES","https://www.qualibat.com/resultat-de-la-recherche/mdf-fluides-157841","56 RUE ROCHAMBEAU, 94210 ST MAUR DES FOSSES","0623180886","mdffluides@yahoo.fr","8126253410","81262534100035","4",458000,94,"52"
"THERMIC GAZ SYSTEM","https://www.qualibat.com/resultat-de-la-recherche/thermic-gaz-system-152042","3 PLACE DE VERDUN, 94420 LE PLESSIS TREVISE","0665605699","thermicgazsystem@gmail.com","8116242950","81162429500028","3",200736,94,"52"
"RICHARD PERE ET FILS","https://www.qualibat.com/resultat-de-la-recherche/richard-pere-et-fils-41156","123 RUE PIERRE CURIE, 94120 FONTENAY SOUS BOIS","0148764911","contact@richardpereetfils.fr","3203030680","32030306800011","7",803347,94,"52"
"SNEA","https://www.qualibat.com/resultat-de-la-recherche/snea-43363","16 RUE DU BOIS CERDON, 94460 VALENTON","0156324040","contact@snea.fr","3009862390","30098623900048","18",8540000,94,"52"
"ROTTIGNI","https://www.qualibat.com/resultat-de-la-recherche/rottigni-163434","3 ALL DE MONACO, 94320 THIAIS","0675520044","laurent@rottigni.fr","8079127200","80791272000016","5",473635,94,"52"
"REOLIAN MULTITEC","https://www.qualibat.com/resultat-de-la-recherche/reolian-multitec-40119","ZI DES PETITES HAIES 25 RUE DE VALENTON, 94000 CRETEIL","0145184141","contact@reolian-multitec.com","6920171890","69201718900048","228",43100000,94,"52"
"R.M.C. MACONNERIE","https://www.qualibat.com/resultat-de-la-recherche/r-m-c-maconnerie-172209","3 B RUE LOUISE, 94000 CRÉTEIL","0610153531","carlos.r.ribeiro@free.fr","4999669010","49996690100021","7",1150000,94,"52"
"CEGELEC PARIS","https://www.qualibat.com/resultat-de-la-recherche/cegelec-paris-103870","2 CHEMIN DES MARAIS ZI GRAND MARAIS BAT3 1ER CS 30070, 94000 CRETEIL","0148185767","zahra.otmani@cegelec.com","5379159360","53791593600141","280",34200000,94,"52"
"LA CHARBONNIERE","https://www.qualibat.com/resultat-de-la-recherche/la-charbonniere-41993","48 AVENUE GEORGES MEDERIC, 94700 MAISONS ALFORT","0145181965","stephanie.scaglioso@lacharbonniere.com","5721996360","57219963600026","10",36151,94,"52"
"ALVES EPC","https://www.qualibat.com/resultat-de-la-recherche/alves-epc-169943","120 AVENUE PAUL DOUMER, 94290 VILLENEUVE LE ROI","0616125685","societe.alvesepc@gmail.com","8076381190","80763811900014","5",394456,94,"52"
"ERI","https://www.qualibat.com/resultat-de-la-recherche/eri-44029","45 RUE DE LA PRAIRIE, 94120 FONTENAY SOUS BOIS","0149741500","o.debraux@eri.fr","5720789050","57207890500021","752",127070000,94,"52"
"F2 EAUX CONCEPT","https://www.qualibat.com/resultat-de-la-recherche/f2-eaux-concept-41092","PARC D'ACTIVITES LES GONDOLES 114 / 126 AVENUE D'ALFORTVILLE, 94600 CHOISY LE ROI","0156291212","f2eaux.concept@wanadoo.fr","4195788440","41957884400039","13",990918,94,"52"
"CORREIA BAN","https://www.qualibat.com/resultat-de-la-recherche/correia-ban-90432","3 BIS RUE SAINT PAUL, 94210 LA VARENNE SAINT HILAIRE","0148854404","entp.correia@wanadoo.fr","5325891990","53258919900019","4",277195,94,"52"
"PANORAMIS SM","https://www.qualibat.com/resultat-de-la-recherche/panoramis-sm-169305","7 RUE ROLAND MARTIN, 94500 CHAMPIGNY SUR MARNE","0177994475","contact@panoramis.fr","8298631900","82986319000023","43",21900000,94,"52"
"ENT. PRAGANA","https://www.qualibat.com/resultat-de-la-recherche/ent-pragana-45050","24 RUE DU BOIS PRIE DIEU, 94440 VILLECRESNES","0145951666","direction@pragana.fr","4836426900","48364269000042","12",1360000,94,"52"
"PLOMBAT 94","https://www.qualibat.com/resultat-de-la-recherche/plombat-94-170201","85 ROUTE DE LA QUEUE EN BRIE, 94370 SUCY EN BRIE","0149823992","jose.lopesalves@sfr.fr","5138207380","51382073800021","1",135213,94,"52"
"LOGIS TEC","https://www.qualibat.com/resultat-de-la-recherche/logis-tec-145407","67 AVENUE DE BONNEUIL LA VARENNE SAINT HILAIRE, 94100 SAINT MAUR DES FOSSES","0614610860","logistec06@gmail.com","4904022860","49040228600028","1",200000,94,"52"
"TCP TRAVAUX CHAUFFAGE PLOMBERIE","https://www.qualibat.com/resultat-de-la-recherche/tcp-travaux-chauffage-plomberie-40981","26 BOULEVARD SADI CARNOT, 94170 LE PERREUX SUR MARNE","0143243333","garmand@tcpbat.fr","4250672790","42506727900025","48",11380000,94,"52"
"DA SILVA ENTREPRISE GENERALE","https://www.qualibat.com/resultat-de-la-recherche/da-silva-entreprise-generale-41055","199 RUE PAUL VAILLLANT COUTURIER, 94140 ALFORTVILLE","0143752812","ets.dasilva@wanadoo.fr","5721350850","57213508500023","13",1290000,94,"52"
"MOREL ET CIE","https://www.qualibat.com/resultat-de-la-recherche/morel-et-cie-40664","15 AVENUE HOCHE, 94320 THIAIS","0146803042","entreprise@ste-morel.fr","6820215060","68202150600022","23",3620000,94,"52"
