"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"MENUISERIE MAHIER","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-mahier-175817","VILLEPEAU, 53500 MONTENAY","0674345154","menuiserie-mahier@outlook.fr","8422038120","84220381200016","1",121941,53,"86"
"COUVERTURE LEROI","https://www.qualibat.com/resultat-de-la-recherche/couverture-leroi-161627","LA BUCHERIE, 53400 LIVRE LA TOUCHE","0253941200","leroi.gwenael@sfr.fr","8202100520","82021005200016","2",266000,53,"86"
"ALLARD FRANCOIS","https://www.qualibat.com/resultat-de-la-recherche/allard-francois-175595","6 RUE MICHEL BERNARD, 53950 LOUVERNE","0660087392","sas.francois.allard@gmail.com","8407727190","84077271900018","1",174000,53,"86"
"C ELECC","https://www.qualibat.com/resultat-de-la-recherche/c-elecc-100262","27 RUE NORMANDIE MAINE, 53370 GESVRES","0233260525","calvo.elecc@gmail.com","5180078850","51800788500024","3",193000,53,"86"
"ARTI'BAIN ENERGIE","https://www.qualibat.com/resultat-de-la-recherche/arti-bain-energie-100530","4 RUE DE L'EUROPE ZA NORD, 53110 LASSAY LES CHATEAUX","0243007281","david@durand-lafutaie.fr","4941564820","49415648200023","9",726982,53,"86"
"DUPONT FRANCK","https://www.qualibat.com/resultat-de-la-recherche/dupont-franck-100526","62 RUE DES CHARMES, 53100 MAYENNE","0243082187","franckxavier.dupont@wanadoo.fr","5006056540","50060565400010","1",183771,53,"86"
"53 COULEURS BOIS","https://www.qualibat.com/resultat-de-la-recherche/53-couleurs-bois-87209","7 BIS BOULEVARD DU GENERAL DE GAULLE, 53700 VILLAINES LA JUHEL","0243034186","53couleursbois@orange.fr","5184145290","51841452900025","5",429426,53,"86"
"SARL MICKAEL HENRY","https://www.qualibat.com/resultat-de-la-recherche/sarl-mickael-henry-100909","LA DAMASSE, 53190 LANDIVY","0243054994","henry.mikael1@orange.fr","4822892870","48228928700013","6",665345,53,"86"
"CREA-RENOVERT","https://www.qualibat.com/resultat-de-la-recherche/crea-renovert-173631","LA METAIRIE, 53380 ST HILAIRE DU MAINE","0647399672","crearenovert@outlook.fr","8347931760","83479317600019","3",300878,53,"86"
"REVE HABITAT","https://www.qualibat.com/resultat-de-la-recherche/reve-habitat-119040","12 RUE DES BORDAGERS, 53810 CHANGE","0243598509","administration@revehabitat.fr","7503913510","75039135100020","17",516572,53,"86"
"SARL BOIN","https://www.qualibat.com/resultat-de-la-recherche/sarl-boin-100110","13 B RUE D'ERNEE, 53220 MONTAUDIN","0243056278","sarlboin@orange.fr","4978043770","49780437700024","4",608348,53,"86"
"FPCT","https://www.qualibat.com/resultat-de-la-recherche/fpct-176223","4 RUE DENIS PAPIN , 53400 CRAON","0243064757","forget.hubert@wanadoo.fr","8397360300","83973603000025","4",700000,53,"86"
"SARL BODIN ARTI'S","https://www.qualibat.com/resultat-de-la-recherche/sarl-bodin-arti-s-183947","PATIENCE, 53400 ST QUENTIN LES ANGES","0650818683","sarl.bodinartis@gmail.com","8804367460","88043674600015","2",61443,53,"86"
"CG PLATRERIE","https://www.qualibat.com/resultat-de-la-recherche/cg-platrerie-122768","CHEMIN DE MONTPLOURS, 53200 CHATEAU GONTIER","0243123858","cgplatrerie@orange.fr","8051420070","80514200700014","13",908461,53,"86"
"JUIN EDDY","https://www.qualibat.com/resultat-de-la-recherche/juin-eddy-176595","LA MAUVALTERIE, 53500 MONTENAY","0243058596","menuiseriejuin@orange.fr","8419097160","84190971600018","4",138305,53,"86"
"BOULAY SAV CHAUFFAGE","https://www.qualibat.com/resultat-de-la-recherche/boulay-sav-chauffage-118266","CHEMIN DE GRINHARD, 53100 MAYENNE","0243085013","savchauffage.boulay@wanadoo.fr","4988251570","49882515700023","2",182944,53,"86"
"FABRICE GAUDRE SARL","https://www.qualibat.com/resultat-de-la-recherche/fabrice-gaudre-sarl-80227","11 RUE DU MAINE, 53360 QUELAINES ST GAULT","0243988415","sarlfabricegaudre@orange.fr","4984722650","49847226500012","7",461793,53,"86"
"CRUBLET VINCENT","https://www.qualibat.com/resultat-de-la-recherche/crublet-vincent-163760","5 ALLÉE DES SABLES, 53200 AZE","0673013024","sarl.crubletvincent@gmail.com","8223857870","82238578700012","2",154704,53,"86"
"FREDDY BONNAUD","https://www.qualibat.com/resultat-de-la-recherche/freddy-bonnaud-182972","LES OSERAIES SAINT MICHEL DE FEINS, 53290 BIERNE LES VILLAGES","0620587292","contact@freddybonnaud.fr","8797899490","87978994900010","2",115114,53,"86"
