"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"FRELON S.A.R.L.","https://www.qualibat.com/resultat-de-la-recherche/frelon-s-a-r-l--29863","4 RUE DU MOULIN, 37350 PAULMY","0247599660","contact@entreprise-frelon.fr","3537369450","35373694500026","24",1410000,37,"23"
"SARL STEPHANE POUESSEL","https://www.qualibat.com/resultat-de-la-recherche/sarl-stephane-pouessel-29900","ZAE LA BOUCHARDIERE 200 RUE FRANCIS PERRIN, 37260 MONTS","0247539280","pouessel@sarl-pouessel.com","4406445990","44064459900027","27",2530000,37,"23"
"ENTREPRISE BERLEAU","https://www.qualibat.com/resultat-de-la-recherche/entreprise-berleau-29418","2 RUE DE LA LIBERT_, 37240 LA CHAPELLE BLANCHE ST MAR","0247596214","berleau2@wanadoo.fr","3508372330","35083723300021","18",1070000,37,"23"
"SIMONNEAU JEAN-CLAUDE","https://www.qualibat.com/resultat-de-la-recherche/simonneau-jean-claude-29535","10, AVENUE DE LA COUPURE DU PARC, 37120 CHAVEIGNES","0247953101","jc.simonneau@wanadoo.fr","3290491180","32904911800014","18",1250000,37,"23"
"BENOIT ROBIN CHARPENTE COUVERTURE","https://www.qualibat.com/resultat-de-la-recherche/benoit-robin-charpente-couverture-78683","8 RUE GUSTAVE EIFFEL, 37150 BLERE","0247578602","benorobin@outlook.fr","5021988800","50219888000010","7",601980,37,"23"
"MILLET JEAN-MICHEL SARL","https://www.qualibat.com/resultat-de-la-recherche/millet-jean-michel-sarl-29820","26 RUE DES MINIMES, 37120 CHAMPIGNY SUR VEUDE","0247957657","compta@charpente-millet.fr","4087146160","40871461600021","31",4360000,37,"23"
"SAUQUES TOURAINE COMBLES","https://www.qualibat.com/resultat-de-la-recherche/sauques-touraine-combles-29732","ZA N°3 186 ALLEE DE LA FOSSE NEUVE, 37210 PARCAY MESLAY","0247291100","sauques@free.fr","3946938240","39469382400010","19",1590000,37,"23"
"BATIVALOIRE","https://www.qualibat.com/resultat-de-la-recherche/bativaloire-29839","6 A 6B 6 BIS RUE DE LA LIODIERE, 37300 JOUE LES TOURS","0247677493","p.roy@bativaloire.com","4199286500","41992865000029","47",7700000,37,"23"
"THIBAULT FRÈRES","https://www.qualibat.com/resultat-de-la-recherche/thibault-fr-res-29797","121 LA GARE, 37310 REIGNAC SUR INDRE","0247941504","thibault@thibault-bois.fr","3853799040","38537990400019","12",870935,37,"23"
"SOCIETE D'EXPLOITATION DES ETABLISSEMENTS HALGRIN PHILIPPE","https://www.qualibat.com/resultat-de-la-recherche/societe-d-exploitation-des-etablissements-halgrin-philippe-29460","Z.I. DES POUJEAUX 3, AVENUE DE LA LOIRE B.P 147, 37530 NAZELLES NEGRON","0247570800","halgrinphilippe@orange.fr","3235396920","32353969200034","15",961415,37,"23"
"DESPERCHES EURL","https://www.qualibat.com/resultat-de-la-recherche/desperches-eurl-29440","3 ROUTE DE COUDRAY, 37600 ST JEAN ST GERMAIN","0247947000","eurl.desperches@orange.fr","4776294480","47762944800028","19",997725,37,"23"
"GATAULT SARL","https://www.qualibat.com/resultat-de-la-recherche/gatault-sarl-29452","23 LE PETIT VARENNE, 37290 YZEURES SUR CREUSE","0247945533","gatault.sarl@laposte.net","7148015450","71480154500019","9",689833,37,"23"
"BOUSSIQUET","https://www.qualibat.com/resultat-de-la-recherche/boussiquet-29746","10, RUE EMILE DELATAILLE, 37500 CHINON","0247934747","m.roullet@boussiquet.fr","3946959440","39469594400014","51",7160000,37,"23"
