"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"LES METALLIERS FRANCILIENS","https://www.qualibat.com/resultat-de-la-recherche/les-metalliers-franciliens-17587","RUE AMBROISE CROIZAT ZI DES CIROLIERS, 91700 FLEURY MEROGIS","0160164848","lmf8@wanadoo.fr","4137630950","41376309500028","26",4460000,91,"44"
"CREACLOTUR","https://www.qualibat.com/resultat-de-la-recherche/creaclotur-74706","5 RUE JULES GUESDE, 91860 EPINAY SOUS SENART","0169830468","veronique.tudoux@cc.lippipro.fr","3888889760","38888897600049","14",2470000,91,"44"
"SERRURERIE PHILIPPE FLAVIGNY","https://www.qualibat.com/resultat-de-la-recherche/serrurerie-philippe-flavigny-16911","47 BIS ROUTE D'ORLEANS, 91310 MONTLHERY","0169014457","serrurerie.phflavigny@orange.fr","3452638670","34526386700029","4",336019,91,"44"
"OPTIONS","https://www.qualibat.com/resultat-de-la-recherche/options-16744","23 RUE DE LA MARE A TISSIER ZAC DE VILLEPECLE, 91280 ST PIERRE DU PERRAY","0169890110","options@options-sas.fr","3343830490","33438304900049","11",2960000,91,"44"
"R.J.A. SERRURERIE","https://www.qualibat.com/resultat-de-la-recherche/r-j-a-serrurerie-90949","15 AVENUE ARAGO ZONE INDUSTRIELLE LA VIGNE AUX LOUPS, 91380 CHILLY MAZARIN","0164540814","rja.serrurerie@gmail.com","4936525310","49365253100028","9",1030000,91,"44"
"SOCIETE SCHNEIDER DELNEVO ET CIE","https://www.qualibat.com/resultat-de-la-recherche/societe-schneider-delnevo-et-cie-16452","14 RUE ADRIENNE BOLLAND, 91590 LA FERTE ALAIS","0164577370","schneider-delnevo@schneider-delnevo.fr","9692011850","96920118500036","14",2089999.9999999998,91,"44"
"ATELIER DE METALLERIE DE MEREVILLE","https://www.qualibat.com/resultat-de-la-recherche/atelier-de-metallerie-de-mereville-84414","2 RUE DE COURCELLES, 91660 MEREVILLE","0164946816","steamm@orange.fr","5138382190","51383821900014","4",310085,91,"44"
"L'ARTISAN DE LA RENOVATION","https://www.qualibat.com/resultat-de-la-recherche/l-artisan-de-la-renovation-17978","1 VOIE DES POSTES, 91620 LA VILLE DU BOIS","0169809861","artisan.renov@orange.fr","4130979080","41309790800029","4",702249,91,"44"
"CHARRIER","https://www.qualibat.com/resultat-de-la-recherche/charrier-16845","4 RUE DES ARTISANS Z.A. DES GOUPILS, 91480 QUINCY SOUS SENART","0169390656","charrier.patrick@wanadoo.fr","3452971210","34529712100021","3",273547,91,"44"
"ECF ETUDE CONSTRUCTION FERMETURE","https://www.qualibat.com/resultat-de-la-recherche/ecf-etude-construction-fermeture-18273","18 RUE DE LA MAIRIE, 91220 BRETIGNY SUR ORGE","0160850592","ecf@ecf91.fr","4151355240","41513552400023","9",1850000,91,"44"
