"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"ALCATINE","https://www.qualibat.com/resultat-de-la-recherche/alcatine-17493","19 AVENUE PAUL VAILLANT COUTURIER, 91700 STE GENEVIEVE DES BOIS","0160167810","crodriguesalcatine@gmail.com","4490424150","44904241500017","16",1930000,91,"63"
"NICOLLE  SAS","https://www.qualibat.com/resultat-de-la-recherche/nicolle-sas-17008","10 RUE DU BOIS DE LA REMISE ZA DU TREMBLAY, 91480 VARENNES JARCY","0169001540","contact@sas-nicolle.fr","3843257670","38432576700034","20",2650000,91,"63"
"MACONNERIE GENERALE RENOVATION - MGR","https://www.qualibat.com/resultat-de-la-recherche/maconnerie-generale-renovation---mgr-17279","3 BIS GRANDE RUE LA POITEVINE, 91140 VILLEJUST","0160104927","mgr2@wanadoo.fr","3851922080","38519220800028","8",983823,91,"63"
"BTB","https://www.qualibat.com/resultat-de-la-recherche/btb-121879","64 AVENUE DE STALINGRAD, 91120 PALAISEAU","0169320686","d.btb@btb-construction.fr","5334425130","53344251300016","10",3490000,91,"63"
"SMTB SERVICES MAINTENANCE TRAVAUX BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/smtb-services-maintenance-travaux-batiment-17886","10 RUE HENRI MARTIN, 91270 VIGNEUX SUR SEINE","0169420644","contact@smtb.fr","3890866530","38908665300042","10",1570000,91,"63"
"AP RENOVATION","https://www.qualibat.com/resultat-de-la-recherche/ap-renovation-159669","27 AVENUE GRANGER, 91210 DRAVEIL","0177054411","ap.renovation-draveil@sfr.fr","5144530000","51445300000036","4",401324,91,"63"
"COBA FRANCE SN","https://www.qualibat.com/resultat-de-la-recherche/coba-france-sn-17638","21 RUE GUSTAVE EIFFEL, 91070 BONDOUFLE","0169917020","coba.france@cobafrance.com","4040516330","40405163300026","35",5920000,91,"63"
"ILDEI SAS","https://www.qualibat.com/resultat-de-la-recherche/ildei-sas-16647","12 RUE LEONARD DE VINCI, 91220 LE PLESSIS PATE","0160841100","ildei@ildei.com","3535831230","35358312300024","40",14050000,91,"63"
"C.I.P.","https://www.qualibat.com/resultat-de-la-recherche/c-i-p--18259","ZAC LES BOULEAUX 3 RUE DES FRENES, 91160 BALLAINVILLIERS","0169748755","cip-silvio@wanadoo.fr","3476143310","34761433100036","3",345965,91,"63"
"DARRAS ET JOUANIN","https://www.qualibat.com/resultat-de-la-recherche/darras-et-jouanin-16039","2 RUE DES SABLES, 91170 VIRY CHATILLON","0169126916","darras@darras.fayat.com","7757254190","77572541900086","125",43420000,91,"63"
"DSA","https://www.qualibat.com/resultat-de-la-recherche/dsa-18177","4 RUE DU PEROU, 91300 MASSY","0169751870","servicetravaux@groupedsa.fr","3501144430","35011444300046","399",31920000,91,"63"
"LES PIERREUX FRANCILIENS","https://www.qualibat.com/resultat-de-la-recherche/les-pierreux-franciliens-17815","3 RUE GUSTAVE MADIOT, 91070 BONDOUFLE","0169116022","lpf@lespierreuxfranciliens.fr","4286511860","42865118600028","18",6090000,91,"63"
"PSB","https://www.qualibat.com/resultat-de-la-recherche/psb-186893","24 BD JEAN JAURES, 91290 ARPAJON","0645304182","psb.batiment@gmail.com","8388323680","83883236800024","3",231121,91,"63"
"ALRIC","https://www.qualibat.com/resultat-de-la-recherche/alric-18140","CROIX BLANCHE ZAC DES CIROLIERS 21 RUE CLEMENT ADER, 91700 FLEURY MEROGIS","0169047710","daniel.yasar@alric-constructions.fr","9592015750","95920157500039","39",19840000,91,"63"
"PAGANINI & DELACROIX","https://www.qualibat.com/resultat-de-la-recherche/paganini-delacroix-86666","13/15 AVENUE DE LA CROIX BOISSELIÈRE, 91420 MORANGIS","0160490520","p.paganini@paganini-delacroix.fr","4425434010","44254340100032","27",13050000,91,"63"
"EGRPB BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/egrpb-batiment-40172","7 RUE CLEMENT ADER ZI DES CIROLIERS, 91700 FLEURY MEROGIS","0169469463","service-marche@egrpb.fr","3505495560","35054955600057","83",20360000,91,"63"
"DY BAT 27","https://www.qualibat.com/resultat-de-la-recherche/dy-bat-27-184823","6 RUE DES BATISSEURS, 91350 GRIGNY","0980391402","dybat27@outlook.com","8216886450","82168864500026","4",105739,91,"63"
"Not found","https://www.qualibat.com/resultat-de-la-recherche/cotafor-90119","Not found","Not found","Not found","Not found","Not found","Not found","Not found",91,"63"
"SMPE","https://www.qualibat.com/resultat-de-la-recherche/smpe-150559","53 AVENUE DU REGIMENT NORMANDIE NIEMEN, 91700 STE GENEVIEVE DES BOIS","0181860150","smpe@smpe.fr","7528918870","75289188700032","16",2770000,91,"63"
"UNITED BAT","https://www.qualibat.com/resultat-de-la-recherche/united-bat-136726","8 BIS IMPASSE DES ECUREUILS , 91330 YERRES","0171570344","unitedbat91@gmail.com","7509889410","75098894100019","12",1450000,91,"63"
"COREC BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/corec-batiment-113267","ZAC DES RADARS 7 RUE JEAN JACQUES ROUSSEAU, 91350 GRIGNY","0169962140","assistante@corecbatiment.fr","5324451780","53244517800041","10",1820000,91,"63"
"SPIRALE","https://www.qualibat.com/resultat-de-la-recherche/spirale-183663","7 RUE SALVADOR ALLENDE, 91120 PALAISEAU","0169191802","k.tontale@spirale-sa.com","3269133400","32691334000062","45",13000000,91,"63"
"OPTIONS","https://www.qualibat.com/resultat-de-la-recherche/options-16744","23 RUE DE LA MARE A TISSIER ZAC DE VILLEPECLE, 91280 ST PIERRE DU PERRAY","0169890110","options@options-sas.fr","3343830490","33438304900049","11",2960000,91,"63"
