"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"BROCARD SARL","https://www.qualibat.com/resultat-de-la-recherche/brocard-sarl-54476","36 RUE DES ECOLES MARZELAY, 88100 SAINT DIE","0329564517","brocard@brocard-sarl.fr","5055805480","50558054800038","14",1730000,88,"51"
"M-ENERGIES EXPLOITATION 88","https://www.qualibat.com/resultat-de-la-recherche/m-energies-exploitation-88-162541","8,RUE DE BOULAY, 88190 GOLBEY","0329312829","agence88@solorec.fr","3507492890","35074928900020","32",2410000,88,"51"
"BARET SYLVAIN","https://www.qualibat.com/resultat-de-la-recherche/baret-sylvain-83061","36 FAUBOURG DE CHARMES, 88700 RAMBERVILLERS","0329652312","entreprise.baret@orange.fr","5092768040","50927680400010","2",168777,88,"51"
"BECK NICOLAS","https://www.qualibat.com/resultat-de-la-recherche/beck-nicolas-86892","LE SAULCY 2 LA CREVOTTE, 88210 LE SAULCY","0329410290","francois.beck88@orange.fr","5149186300","51491863000013","2",134641,88,"51"
"MARTIN ET FILS SARL","https://www.qualibat.com/resultat-de-la-recherche/martin-et-fils-sarl-54907","1176 RUE DU CUCHOT ""LA POIRIE"", 88200 DOMMARTIN LES REMIREMONT","0329621186","martin.et.fils@wanadoo.fr","3381319720","33813197200014","6",523079,88,"51"
"LECOMTE SARL","https://www.qualibat.com/resultat-de-la-recherche/lecomte-sarl-54690","10 ROUTE DE SAINT DIE, 88700 JEANMENIL","0329650970","sarl.lecomte@wanadoo.fr","4533704700","45337047000024","3",489753,88,"51"
"SOCIETE NOUVELLE IMHOFF ","https://www.qualibat.com/resultat-de-la-recherche/societe-nouvelle-imhoff--192113","64 BOULEVARD KELSCH B.P. 49, 88402 GERARDMER CEDEX","0329601010","imhoff@imhoff.fr","8897090770","88970907700024","30",3990000,88,"51"
"LAGARDE FRERES","https://www.qualibat.com/resultat-de-la-recherche/lagarde-freres-55506","37   RUE DES PONCEES, 88200 ST ETIENNE LES REMIREMONT","0329622348","lagardesarl@orange.fr","4199369270","41993692700047","7",672251,88,"51"
"PIERRAT - RICHARD SARL","https://www.qualibat.com/resultat-de-la-recherche/pierrat---richard-sarl-55171","10A,RUE DES DONJONS, 88510 ELOYES","0329324163","pierratrichardsarl@orange.fr","3343675620","33436756200017","5",752524,88,"51"
"MULLER SARL","https://www.qualibat.com/resultat-de-la-recherche/muller-sarl-55612","4 ALLÉE DES MARRONNIERS PROLONGÉE, 88190 GOLBEY","0329343387","mullersarl@orange.fr","4853852720","48538527200029","8",772873,88,"51"
