"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"TBT 06","https://www.qualibat.com/resultat-de-la-recherche/tbt-06-172555","27 BOULEVARD DE L'ARIANE, 06300 NICE","0489055615","sarltbt06@gmail.com","8129204450","81292044500010","4",350880,6,"43"
"MENUISERIE DU CANAL","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-du-canal-51101","ZI DU CARRE 49, ROUTE DE LA MARIGARDE, 06130 GRASSE","0493706793","eric.dibianca@wanadoo.fr","3898263140","38982631400038","8",1320000,6,"43"
"ENTREPRISE DE MENUISERIE DE BATIMENT (EMBAB)","https://www.qualibat.com/resultat-de-la-recherche/entreprise-de-menuiserie-de-batiment-embab--50916","412 BLD DE LA MADELEINE, 06200 NICE","0493444974","batiment.menuiserie@wanadoo.fr","9708019240","97080192400022","11",3910000,6,"43"
"MA MENUISERIE","https://www.qualibat.com/resultat-de-la-recherche/ma-menuiserie-98345","498,ROUTE DE VALBONNE CIDEX 90, 06330 ROQUEFORT LES PINS","0493407276","michelamrani@orange.fr","7895775660","78957756600019","6",910452,6,"43"
"CLAIR AMENAGEMENT","https://www.qualibat.com/resultat-de-la-recherche/clair-amenagement-92620","AVENUE WEISWELLER 101 VOIE MARIE FISCHER LOT LES TERRIERS, 06600 ANTIBES","0493613452","fabien@clairamenagement.com","5395928320","53959283200015","13",1310000,6,"43"
"SARL MCC CERVEL ET FILS","https://www.qualibat.com/resultat-de-la-recherche/sarl-mcc-cervel-et-fils-51129"," LA BOLLINE VALDEBLORE, 06420 VALDEBLORE","0493028033","mcc.cervel@orange.fr","3890239790","38902397900013","6",850000,6,"43"
"ZOPPI PAUL ET FILS (ATELIER)","https://www.qualibat.com/resultat-de-la-recherche/zoppi-paul-et-fils-atelier--50721","929 ZI LA POINTE QUARTIER ROSEYRE, 06390 CONTES","0493911590","zoppi@zoppi.fr","3275424520","32754245200013","23",1440000,6,"43"
"MENUISERIE EBENISTERIE NICE NORD - MENN","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-ebenisterie-nice-nord---menn-50254","2 AVENUE FANNY, 06100 NICE","0493984642","info@menn.fr","3137599200","31375992000025","12",1530000,6,"43"
"LAUGIER ET FILS","https://www.qualibat.com/resultat-de-la-recherche/laugier-et-fils-51758","21 QUARTIER GIBOËL, 06450 ROQUEBILLIERE","0493034339","laugieretfils@wanadoo.fr","4288579730","42885797300013","4",682968,6,"43"
"TORTO (ETS)","https://www.qualibat.com/resultat-de-la-recherche/torto-ets--50269","43 AVENUE DE BORRIGLIONE, 06100 NICE","0493849077","torto@torto-ets.com","3075024270","30750242700015","12",1810000,6,"43"
"PRO-WOOD","https://www.qualibat.com/resultat-de-la-recherche/pro-wood-50245","19 BD DU VALLON DE L'OLI ZONE INDUSTRIELLE N1, 06340 LA TRINITE","0497000370","m.paccino@prowood.groupeprovost.fr","3804721180","38047211800021","19",46820000,6,"43"
"ATELIER DU BOIS","https://www.qualibat.com/resultat-de-la-recherche/atelier-du-bois-78408","98 AVENUE HENRI DUNANT QUARTIER VALLON DES FLEURS LE PARADOU, 06100 NICE","0493521205","latelierdubois98@gmail.com","3504285200","35042852000034","11",1110000,6,"43"
"MS DECO (STE NOUVELLE)","https://www.qualibat.com/resultat-de-la-recherche/ms-deco-ste-nouvelle--52099","12 CHEMIN DE SAQUIER PARC ACTIVITÉS, 06200 NICE","0493728963","secretariat@snmsdeco.fr","4286224350","42862243500017","16",4200000,6,"43"
"R.A.M.E.","https://www.qualibat.com/resultat-de-la-recherche/r-a-m-e--86931","18, AV JEAN MOULIN, 06340 DRAP","0493547386","ramemenuiserie@gmail.com","4506447860","45064478600011","19",2510000,6,"43"
"HALL DE LA MOQUETTE","https://www.qualibat.com/resultat-de-la-recherche/hall-de-la-moquette-50852","1 RUE ALBERTI, 06000 NICE","0493800007","hmoquette@numericable.fr","3156981590","31569815900011","15",3290000,6,"43"
"MENUISERIE GRASSOISE","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-grassoise-51572","460 AVENUE DE LA QUIERA ZI DE L'ARGILE VOIE D LOT 47, 06370 MOUANS SARTOUX","0492283737","cathy.mg@wanadoo.fr","4013088120","40130881200056","9",786622,6,"43"
