"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"CLEAN TOITURES  55","https://www.qualibat.com/resultat-de-la-recherche/clean-toitures-55-162530","10 RUE DE LA TUILERIE, 55100 BELRUPT EN VERDUNOIS","0329835225","clean-toitures55@orange.fr","4025325430","40253254300046","8",1310000,55,"71"
"LARMINY BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/larminy-batiment-186833","11 RUE SAINT GEORGES, 55400 BRAQUIS","0678319082","larminy.batiment@outlook.com","8896197480","88961974800011","2",36113,55,"71"
"PAC ISOLATION","https://www.qualibat.com/resultat-de-la-recherche/pac-isolation-172451","ZAE LA LOUVIERE, 55200 COMMERCY","0658942530","moulay.bel@gmail.com","8345677940","83456779400021","9",925000,55,"71"
"STAFF-ART'GONNE","https://www.qualibat.com/resultat-de-la-recherche/staff-art-gonne-93957","7, RUE DE LA CALAISE-TRIAUCOURT, 55250 SEUIL D'ARGONNE","0329706720","contact@staff-artgonne.fr","5384174290","53841742900015","1",55392,55,"71"
"BECKER ENERGIE","https://www.qualibat.com/resultat-de-la-recherche/becker-energie-123125","1 RUE DU TACOT, 55000 LISLE EN RIGAULT","0329713442","beckerenergie.jm@gmail.com","5028250860","50282508600023","4",813000,55,"71"
"GH HABITAT","https://www.qualibat.com/resultat-de-la-recherche/gh-habitat-149964","1 VOIE DE CONDE, 55260 ERIZE LA BRULEE","0689355964","ghhabitat@free.fr","7991133450","79911334500018","4",348414,55,"71"
"OUDIN ALAIN","https://www.qualibat.com/resultat-de-la-recherche/oudin-alain-88180","49 RUE DU CARDINAL DE RETZ, 55200 VILLE ISSEY","0329920402","aloudin@wanadoo.fr","4385467150","43854671500014","9",765632,55,"71"
"MOSSINA JESSON MICHAEL ENTREPRISE","https://www.qualibat.com/resultat-de-la-recherche/mossina-jesson-michael-entreprise-189706","3 RUE HAUTE, 55230 SPINCOURT","0630551352","michael.jesson@orange.fr","8920427970","89204279700019","7",596085,55,"71"
"NUANCES ET DECORS","https://www.qualibat.com/resultat-de-la-recherche/nuances-et-decors-168570","2 RUE SAINT BRICE, 55600 AVIOTH","0329801618","p.visat@nuances-et-decors.fr","8286286510","82862865100014","4",235000,55,"71"
"CHARPENTIER MICHAEL","https://www.qualibat.com/resultat-de-la-recherche/charpentier-michael-184930","14 RUE GRANDE RUE, 55160 HENNEMONT","0677023183","stefmike@live.fr","8113345720","81133457200013","2",239805,55,"71"
