"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"REOLIAN MULTITEC","https://www.qualibat.com/resultat-de-la-recherche/reolian-multitec-40119","ZI DES PETITES HAIES 25 RUE DE VALENTON, 94000 CRETEIL","0145184141","contact@reolian-multitec.com","6920171890","69201718900048","228",43100000,94,"66"
"COMTE ISOLATION","https://www.qualibat.com/resultat-de-la-recherche/comte-isolation-40436","1 ALLEE DES FRERES MORANE ZA MAURICE PONROY, 94420 LE PLESSIS TREVISE","0145768870","contact@comte-isolation.fr","3229049130","32290491300025","5",1090000,94,"66"
"DEGRISOL IDF","https://www.qualibat.com/resultat-de-la-recherche/degrisol-idf-78051","PARC D'ACTIVITES DU VAL DE SEINE 2 RUE DE LA DARSE, 94600 CHOISY LE ROI","0612184364","pierre.grenier.degrisol@orange.fr","4237180300","42371803000020","22",2500000,94,"66"
"ERI","https://www.qualibat.com/resultat-de-la-recherche/eri-44029","45 RUE DE LA PRAIRIE, 94120 FONTENAY SOUS BOIS","0149741500","o.debraux@eri.fr","5720789050","57207890500021","752",127070000,94,"66"
"TEP","https://www.qualibat.com/resultat-de-la-recherche/tep-94126","7 ALLEE CLAUDE MONET, 94450 LIMEIL BREVANNES","0951328351","mincovschi@gmail.com","5336064300","53360643000031","8",820960,94,"66"
"FBTP","https://www.qualibat.com/resultat-de-la-recherche/fbtp-40532","74 RUE LEMERLE VETTER, 94400 VITRY SUR SEINE","0146818070","franciliennebtp@free.fr","3939252760","39392527600015","14",4080000,94,"66"
"DBS","https://www.qualibat.com/resultat-de-la-recherche/dbs-68593","88 AVENUE JEAN JAURÈS, 94203 IVRY SUR SEINE CEDEX","0158685900","dbs@spiebatignolles.fr","7845269800","78452698000031","49",13940000,94,"66"
"SPIE PARTESIA","https://www.qualibat.com/resultat-de-la-recherche/spie-partesia-41186","88 AVENUE JEAN JAURES, 94200 IVRY SUR SEINE","0158685214","catherine.vaudez@spiebatignolles.fr","4024430630","40244306300068","41",11410000,94,"66"
"OLVA","https://www.qualibat.com/resultat-de-la-recherche/olva-41093","7 RUE SODDY, 94000 CRETEIL","0141791189","direction@olva.fr","4248176250","42481762500025","27",5400000,94,"66"
"DG BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/dg-batiment-86946","300 AVENUE DES ERABLES, 94440 SANTENY","0951284733","compta@dg-batiment.fr","5209146980","52091469800029","18",7730000,94,"66"
"INTERPOSE","https://www.qualibat.com/resultat-de-la-recherche/interpose-41274","9/11 VILLA DU SOLEIL, 94100 SAINT MAUR DES FOSSES","0142833742","c.moreira@interpose.fr","4120481910","41204819100016","14",2980000,94,"66"
"SOCIETE D'EXPLOITATION DES ETABLISSEMENTS THIERRY HAGUENIER","https://www.qualibat.com/resultat-de-la-recherche/societe-d-exploitation-des-etablissements-thierry-haguenier-84916","65 RUE JEAN SAVU, 94500 CHAMPIGNY SUR MARNE","0148820538","info@haguenier.com","4426893370","44268933700032","15",1950000,94,"66"
