"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"DUFOUR BOIS","https://www.qualibat.com/resultat-de-la-recherche/dufour-bois-135681","ZA DES QUARCHONS, 42550 USSON EN FOREZ","0477506449","laurent.feneyrolles@dufourbois.com","3923703180","39237031800025","11",1560000,42,"23"
"BARRET","https://www.qualibat.com/resultat-de-la-recherche/barret-116032","391 ROUTE DES VIGNES, 42370 ST HAON LE VIEUX","0477644098","barret.charpente@outlook.com","3530625990","35306259900017","6",734575,42,"23"
"MCMH - MENUISERIE CHARPENTE MAURIN HERVE","https://www.qualibat.com/resultat-de-la-recherche/mcmh---menuiserie-charpente-maurin-herve-110388","ZA LA GARE BURDIGNES, 42220 BOURG ARGENTAL","0625922094","contact@mc-maurin.fr","8019272780","80192727800011","8",966734,42,"23"
"SUPER","https://www.qualibat.com/resultat-de-la-recherche/super-52882","ZAC DU TISSOT, 42530 SAINT GENEST LERPT","0477378585","contact@super42.fr","3193427050","31934270500054","90",10580000,42,"23"
"CHARPENTE COUVERTURE MENUISERIE BOINON","https://www.qualibat.com/resultat-de-la-recherche/charpente-couverture-menuiserie-boinon-108825","140 RUE DE L'ARTISANAT, 42110 CIVENS","0477270888","ccmboinonsas@orange.fr","4205326160","42053261600018","9",847682,42,"23"
"LESPINASSE TOITURES","https://www.qualibat.com/resultat-de-la-recherche/lespinasse-toitures-52744","32 RTE DE SORILLARD, 42190 SAINT HILAIRE SOUS CHARLIEU","0477601324","contact@lespinasse-toitures.com","3284776170","32847761700034","13",1450000,42,"23"
"BEAUFILS COUVERTURE CHARPENTE","https://www.qualibat.com/resultat-de-la-recherche/beaufils-couverture-charpente-89028","37 BOULEVARD MARECHAL FRANCHET D'ESPEREY, 42000 SAINT ETIENNE","0477331645","beaufils@beaufils.fr","5212413560","52124135600018","49",7320000,42,"23"
"PALLANCHE SAS","https://www.qualibat.com/resultat-de-la-recherche/pallanche-sas-53146","""CHEZ DURELLE"", 42430 JURE","0477625054","contact@pallanche.fr","3790948730","37909487300013","52",9900000,42,"23"
"EXTRAT MENUISERIE CHARPENTE","https://www.qualibat.com/resultat-de-la-recherche/extrat-menuiserie-charpente-74566","694 RUE DE THIERS, 42430 ST JUST EN CHEVALET","0477650329","extrat@wanadoo.fr","3438014370","34380143700017","20",3420000,42,"23"
"VINCENT","https://www.qualibat.com/resultat-de-la-recherche/vincent-135877","ZA MONTALEGRE 4 IMPASSE CLAUDE BROSSE, 42140 CHAZELLES SUR LYON","0477942653","cedric_vincent11@bbox.fr","5149602100","51496021000011","5",411236,42,"23"
"MICHAUD ETABLISSEMENTS","https://www.qualibat.com/resultat-de-la-recherche/michaud-etablissements-103178","ZAC DE LA GRAVOUX TAILLEFER, 42380 LA TOURETTE","0477500592","menuiserie.michaud@wanadoo.fr","5101127090","51011270900025","3",724556,42,"23"
"BUTIN GARDETTE","https://www.qualibat.com/resultat-de-la-recherche/butin-gardette-179014","LE TAILLIS, 42430 CHAUSSETERRE","0477650664","roger.butin@outlook.com","4151694810","41516948100017","2",248314,42,"23"
"J.M. CHARPENTE","https://www.qualibat.com/resultat-de-la-recherche/j-m-charpente-77053","ZA LE CLUZEL, 42600 LEZIGNEUX","0477587048","jmcharpente@wanadoo.fr","3506119010","35061190100025","19",1730000,42,"23"
"BESQUEUT ROMAIN SAS","https://www.qualibat.com/resultat-de-la-recherche/besqueut-romain-sas-146442","13 BOULEVARD SAGNAT, 42230 ROCHE LA MOLIERE","0477461627","romain.besqueut@laposte.net","5300620410","53006204100047","2",437003,42,"23"
"COMTE","https://www.qualibat.com/resultat-de-la-recherche/comte-52567","LA GARE, 42600 CHAMPDIEU","0477971466","entreprise@comte.fr","8857505210","88575052100035","85",9410000,42,"23"
