"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"ENTREPRISE BOURRET RENE ET FILS","https://www.qualibat.com/resultat-de-la-recherche/entreprise-bourret-rene-et-fils-1992","ZONE ARTISANALE DE FONTAYE 50 ROUTE DU BALAYN, 07410 SAINT FELICIEN","0475060114","bourret.sarl@wanadoo.fr","3265184870","32651848700029","20",2460000,7,"23"
"DURAND ERIC SASU","https://www.qualibat.com/resultat-de-la-recherche/durand-eric-sasu-130708","ZA LE SERRE DU VARLET, 07230 LABLACHERE","0475360214","contact@ericdurand.fr","7918012360","79180123600013","8",755546,7,"23"
"BATHAIL YVES & FILS SARL","https://www.qualibat.com/resultat-de-la-recherche/bathail-yves-fils-sarl-72723","QUARTIER LE CLOZEL 615, RUE DE L'HOPITAL, 07240 VERNOUX EN VIVARAIS","0475581217","sarlbathailvernoux@orange.fr","4922477470","49224774700016","7",471697,7,"23"
"MANU CONSTRUCTION RENOVATION","https://www.qualibat.com/resultat-de-la-recherche/manu-construction-renovation-116896","1075 ROUTE DE LAURAC 1075 ROUTE DE LAURAC, 07260 ROSIERES","0475399465","manucr@orange.fr","4928286600","49282866000018","9",1310000,7,"23"
"SAS PERRIER-FERRAND","https://www.qualibat.com/resultat-de-la-recherche/sas-perrier-ferrand-166860","45 IMPASSE DES ROSEAUX MENETRIEUX, 07790 ST ALBAN D'AY","0667278170","sas.perrierferrand@yahoo.com","8221201840","82212018400012","8",929320,7,"23"
"MACCHIA JACKY  SARL","https://www.qualibat.com/resultat-de-la-recherche/macchia-jacky-sarl-1614","QUARTIER LE CLÉAUD 170, ROUTE D'ALES, 07200 LACHAPELLE SOUS AUBENAS","0475931768","sarl.macchia@wanadoo.fr","3422792960","34227929600012","10",915616,7,"23"
"BLACHON BPP CHARPENTE","https://www.qualibat.com/resultat-de-la-recherche/blachon-bpp-charpente-155500","222 CHEMIN DE MISERY, 07610 SECHERAS","0475068065","blachonbpp@gmail.com","8151388960","81513889600015","5",558090,7,"23"
"PERRET RENÉ & BRUNO  SARL","https://www.qualibat.com/resultat-de-la-recherche/perret-ren-bruno-sarl-1848","BROUTY 1080 CHEMIN DE MONERONE, 07610 LEMPS","0475068878","perret-rene-et-bruno@orange.fr","3334829330","33348293300012","5",485719,7,"23"
"MINICHINO SARL","https://www.qualibat.com/resultat-de-la-recherche/minichino-sarl-88275","8 RUE DU FOUR QUARTIER DE BANNE, 07200 VOGUE","0475363152","sarlminimi07@gmail.com","4199191130","41991911300011","2",130000,7,"23"
"ENTREPRISE HILAIRE FREDERIC","https://www.qualibat.com/resultat-de-la-recherche/entreprise-hilaire-frederic-74116","LE VILLAGE, 07530 GENESTELLE","0475882884","hilaire.fred@orange.fr","4186228330","41862283300014","5",437236,7,"23"
"MENUISERIE DU HAUT VIVARAIS","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-du-haut-vivarais-2067","14 AVENUE DANIEL MERCIER, 07100 ANNONAY","0475679696","m-h-v@m-h-v.fr","3399129410","33991294100020","13",1760000,7,"23"
"ENTREPRISE FORASTIER","https://www.qualibat.com/resultat-de-la-recherche/entreprise-forastier-174621","2 RUE DE LA PRISON, 07580 ST PONS","0475367117","contact@forastier.fr","8346788800","83467888000016","2",251352,7,"23"
"SODEX MENUISERIE HENRY","https://www.qualibat.com/resultat-de-la-recherche/sodex-menuiserie-henry-1897","MENUISERIE HENRI, 07270 BOUCIEU LE ROI","0475067105","menuiseriehenrib@orange.fr","3312503730","33125037300015","6",386028,7,"23"
"BERNARD & FILS SAS","https://www.qualibat.com/resultat-de-la-recherche/bernard-fils-sas-1817","NAVAS, 07410 ST VICTOR","0475068180","a.bernard@bernard-groupe.fr","3341471540","33414715400010","37",9940000,7,"23"
"SAS CHASSOUAN ALAIN","https://www.qualibat.com/resultat-de-la-recherche/sas-chassouan-alain-125351","530 LES PRES DE L'EYRIEUX, 07160 ST MICHEL D'AURANCE","0475294427","chassouan.alain@orange.fr","5117190980","51171909800028","6",668496,7,"23"
"BARD SARL","https://www.qualibat.com/resultat-de-la-recherche/bard-sarl-1794","RUE DU TEMPLE, 07570 DESAIGNES","0475066017","contact@menuiserie-bard.com","4321112760","43211127600015","19",1490000,7,"23"
"TRAVERSIER  SARL","https://www.qualibat.com/resultat-de-la-recherche/traversier-sarl-1390","7 RUE DENIS PAPIN ZONE NORD PÔLE 2000, 07130 SAINT PERAY","0475818510","contact@traversier.fr","4231432130","42314321300019","25",3140000,7,"23"
"ROCHEDIEU & FILS SARL","https://www.qualibat.com/resultat-de-la-recherche/rochedieu-fils-sarl-1715","LES DEVIÈRES 14 RUE CONRAD KILLIAN, 07270 LAMASTRE","0475064292","sarlrochedieu@wanadoo.fr","4206765790","42067657900014","1",380157,7,"23"
"MOURGUE MICHEL","https://www.qualibat.com/resultat-de-la-recherche/mourgue-michel-159884","LA GAZELLE, 07590 ST ETIENNE DE LUGDARES","0466466714","mourgue.michel@orange.fr","3906772190","39067721900011","2",205609,7,"23"
"ETABLISSEMENTS VINCENT & FILS","https://www.qualibat.com/resultat-de-la-recherche/etablissements-vincent-fils-2179","205 CHEMIN DES TRAVERSES, 07200 LACHAPELLE SOUS AUBENAS","0475931343","vincentfils@orange.fr","3230854310","32308543100035","11",1040000,7,"23"
"SAS MOULIN CHARPENTE","https://www.qualibat.com/resultat-de-la-recherche/sas-moulin-charpente-1351","49 CHEMIN DE RIPOTIER HAUT BP 40030 ZONE INDUSTRIELLE, 07208 AUBENAS CEDEX","0475930720","contact@moulin-charpente.fr","3480287700","34802877000033","23",2400000,7,"23"
"LEBRUN JF","https://www.qualibat.com/resultat-de-la-recherche/lebrun-jf-130714","38 CHEMIN DE GRAZZA, 07200 AUBENAS","0426624064","lebrun.jeanfrancois@sfr.fr","5318872630","53188726300014","3",270000,7,"23"
