"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"CHARPENTE COUVERTURE DU LITTORAL","https://www.qualibat.com/resultat-de-la-recherche/charpente-couverture-du-littoral-73797","QUARTIER ROUSSEAU 1880 ROUTE DE SAINT PAUL, 83600 BAGNOLS EN FORET","0494400563","c.c.l2@wanadoo.fr","4516211550","45162115500014","2",183965,83,"23"
"ABBAOUI CHARPENTE BOIS COUVERTURE","https://www.qualibat.com/resultat-de-la-recherche/abbaoui-charpente-bois-couverture-117111","ZAC DU TILLEUL D'ALFRED MASUNAOU, 83136 GAREOULT","0494690935","contact@acbc83.com","7533492730","75334927300031","5",430000,83,"23"
"AZUREENNE DE CONSTRUCTION","https://www.qualibat.com/resultat-de-la-recherche/azureenne-de-construction-31998","299 CHEMIN DE LA MAJOURANE, 83200 TOULON","0683065550","contact@adcpaca.fr","3817251590","38172515900077","12",2049999.9999999998,83,"23"
"COUVERTURE VAROISE","https://www.qualibat.com/resultat-de-la-recherche/couverture-varoise-31334","ZAC DES GARILLANS LOTISSEMENT 34 C, 83520 ROQUEBRUNE SUR ARGENS","0494452025","couverture.varoise@wanadoo.fr","3339564230","33395642300037","10",1670000,83,"23"
"PASTORELLI","https://www.qualibat.com/resultat-de-la-recherche/pastorelli-79949","10 RUE FRANCOIS VILLON, 83700 ST RAPHAEL","0494950321","pastorelli.charpentes@hotmail.fr","4951719690","49517196900019","4",546768,83,"23"
"SUD CHARPENTES","https://www.qualibat.com/resultat-de-la-recherche/sud-charpentes-32139","290 AVENUE JOLIOT CURIE ZONE INDUSTRIELLE TOULON EST, 83130 LA GARDE","0494122638","sudcharpentes@gmail.com","4421296310","44212963100051","9",589285,83,"23"
"T D A","https://www.qualibat.com/resultat-de-la-recherche/t-d-a-168314","1030 AVENUE DES LIONS POLE PRODUCTION, 83600 FREJUS","0493332274","s@tda-sbm.fr","4480247450","44802474500045","21",4570000,83,"23"
"CHARPENTES COUVERTURES PIGNANTAISES","https://www.qualibat.com/resultat-de-la-recherche/charpentes-couvertures-pignantaises-31937","ZA LA LAUVE MIGRANON 72 IMPASSE DES CHARPENTIERS, 83790 PIGNANS","0494332588","thierry.fighiera@wanadoo.fr","4410734910","44107349100017","9",811343,83,"23"
"LES CHARPENTIERS DU HAUT VAR","https://www.qualibat.com/resultat-de-la-recherche/les-charpentiers-du-haut-var-31492","ZONE D'ACTIVITES DES FERRIERES RUE DU LIEGE, 83490 LE MUY","0494458728","charpentiershautvar@wanadoo.fr","3516948310","35169483100022","21",4250000,83,"23"
"BOIS ECO CONSTRUCTION","https://www.qualibat.com/resultat-de-la-recherche/bois-eco-construction-180499","129 AVENUE SAINT JEAN IMMEUBLE LE CANDELON, 83170 BRIGNOLES","0663611009","bois-eco-construction@outlook.fr","8440932030","84409320300017","4",197664,83,"23"
"HAAS GERARD & FILS","https://www.qualibat.com/resultat-de-la-recherche/haas-gerard-fils-31880","ZI LES CONSACS 985 BD BERNARD LONG, 83170 BRIGNOLES","0494690566","emmanuel@entreprise-haas.fr","4323580590","43235805900025","8",640878,83,"23"
"SUCHET TOITURE","https://www.qualibat.com/resultat-de-la-recherche/suchet-toiture-171456","249 AVENUE DU 8 MAI 1945 RESIDENCE ALLEE VICTORIA, 83700 SAINT RAPHAEL","0494958717","sarlsuchet.toiture@orange.fr","8325181200","83251812000015","6",689606,83,"23"
"E.B.M. SCAPPINI","https://www.qualibat.com/resultat-de-la-recherche/e-b-m-scappini-30870","CHEMIN DU BEAU VEZE LE PARADIS NORD, 83320 CARQUEIRANNE","0494585571","e-b-m-scappini@wanadoo.fr","3157851960","31578519600033","24",2810000,83,"23"
"PRETARI CONSTRUCTIONS","https://www.qualibat.com/resultat-de-la-recherche/pretari-constructions-32119","184 ALLEE SEBASTIEN VAUBAN, 83600 FREJUS","0494172191","pretariconstructions@orange.fr","4124843470","41248434700023","7",1770000,83,"23"
