"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"CILG CONSTRUCTION","https://www.qualibat.com/resultat-de-la-recherche/cilg-construction-93033","5 AVENUE DU 8 MAI 1945, 93350 LE BOURGET","0950510510","secretariat@cilg-construction.fr","4842012720","48420127200024","23",2340000,93,"35"
"RENO PRO","https://www.qualibat.com/resultat-de-la-recherche/reno-pro-112298","11 RUE DE VAUJOURS, 93470 COUBRON","0171848059","prorenopro510@gmail.com","5345189070","53451890700033","8",2060000,93,"35"
"LIVRY CONSTRUCTION","https://www.qualibat.com/resultat-de-la-recherche/livry-construction-79672","48 A 58 AVENUE LUCIE AUBRAC, 93190 LIVRY GARGAN","0143813755","livryconstructions@hotmail.fr","4437222020","44372220200035","27",2220000,93,"35"
"CD2R","https://www.qualibat.com/resultat-de-la-recherche/cd2r-118339","ZAC CHANTELOUP BATIMENT 2D 22 AVENUE ALBERT EINSTEIN, 93600 AULNAY SOUS BOIS","0148661624","commercial@cd2r.com","4525196220","45251962200032","20",2350000,93,"35"
"SEKATOL","https://www.qualibat.com/resultat-de-la-recherche/sekatol-41919","31 RUE VICTOR HUGO, 93240 STAINS","0148266645","sekatol@wanadoo.fr","6520389510","65203895100024","21",2910000,93,"35"
"RENOPLAST","https://www.qualibat.com/resultat-de-la-recherche/renoplast-97143","10 RUE  ADELAIDE LAHAYE, 93170 BAGNOLET","0621195723","equiperenoplast@renoplast.fr","5241948180","52419481800026","13",2130000,93,"35"
"AB FENETRES","https://www.qualibat.com/resultat-de-la-recherche/ab-fenetres-126659","40 RUE GEORGES TARRAL, 93000 BOBIGNY","0142872240","ab-fenetres@hotmail.fr","3978221490","39782214900035","1",171739,93,"35"
"PERSIENNERIE DRANCEENNE EXP","https://www.qualibat.com/resultat-de-la-recherche/persiennerie-dranceenne-exp-165012","26 RUE DES FRERES ASPIS, 93600 AULNAY SOUS BOIS","0148311029","persiennedranceenne@free.fr","8133914480","81339144800020","4",868588,93,"35"
"ATELIER 71","https://www.qualibat.com/resultat-de-la-recherche/atelier-71-41828","111 BIS R ANDRE KARMAN, 93300 AUBERVILLIERS","0143523369","atelier71sarl@aol.com","3284598130","32845981300031","15",2049999.9999999998,93,"35"
"EURL AMENAGEMENTS RENOVATION DEPANNAGES SERVICE","https://www.qualibat.com/resultat-de-la-recherche/eurl-amenagements-renovation-depannages-service-151174","32 RUE GUY MOQUET, 93120 LA COURNEUVE","0613997692","ards.jpa@hotmail.fr","5303361060","53033610600014","1",94945,93,"35"
"TRAVAUX CONSEILS","https://www.qualibat.com/resultat-de-la-recherche/travaux-conseils-146231","42 RUE DANTON, 93100 MONTREUIL","0667496449","devistce@gmail.com","8119852250","81198522500010","1",44416,93,"35"
"LABEL BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/label-batiment-137181","2 AV DE HORTENSIAS, 93370 MONTFERMEIL","0143888548","olivier.labelbatiment@gmail.com","4501704280","45017042800038","1",136120,93,"35"
"COTET","https://www.qualibat.com/resultat-de-la-recherche/cotet-134360","29 BOULEVARD DE GOURGUES, 93600 AULNAY SOUS BOIS","0698295005","cotet79@yahoo.com","5396070850","53960708500021","7",763981,93,"35"
"UNION TECHNIQUE DU BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/union-technique-du-batiment-41395","59 AVENUE GASTON ROUSSEL, 93230 ROMAINVILLE","0149917777","marketing@utb.fr","5720641450","57206414500145","1091",126850000,93,"35"
"MRM","https://www.qualibat.com/resultat-de-la-recherche/mrm-174386","39 RUE BLANQUI, 93400 SAINT OUEN","0980940490","secretariat.gbs@orange.fr","5318550390","53185503900024","3",173480,93,"35"
"LIONEL DOZ","https://www.qualibat.com/resultat-de-la-recherche/lionel-doz-127283","53 AVENUE PASTEUR, 93470 COUBRON","0143886395","casadecor.ld@orange.fr","4125213380","41252133800043","3",178138,93,"35"
