"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"PETITARMAND STE","https://www.qualibat.com/resultat-de-la-recherche/petitarmand-ste-58169","AVENUE NOEL NAVOIZAT, 21400 CHATILLON SUR SEINE","0380937009","petitarmand-sa@wanadoo.fr","3794869470","37948694700029","11",1180000,21,"44"
"SURCOF","https://www.qualibat.com/resultat-de-la-recherche/surcof-178353","11 RUE DU CHAMP AUX PRETRES, 21000 DIJON","0380519151","y.thouviot@surcof.fr","3777776510","37777765100037","13",1880000,21,"44"
"ALKIMIA SARL","https://www.qualibat.com/resultat-de-la-recherche/alkimia-sarl-58392","ALKIMIA-ACREM METAL-SERRURERIE BERNARD 8 RUE NOURISSAT, 21000 DIJON","0380609529","c.galizzi@alkimia-france.fr","4339128210","43391282100025","71",10680000,21,"44"
"LAIGNES ALUMINIUM","https://www.qualibat.com/resultat-de-la-recherche/laignes-aluminium-118078","47 GRANDE RUE MAISON DIEU, 21330 LAIGNES","0380814112","laignes-aluminium@orange.fr","5337703920","53377039200025","5",775017,21,"44"
"SERRURERIE GENERALE AUXONNAISE","https://www.qualibat.com/resultat-de-la-recherche/serrurerie-generale-auxonnaise-58282","QUARTIER DE LA GARE, 21130 TILLENAY","0380373328","sga.astsecretariat@orange.fr","4367200560","43672005600049","6",581409,21,"44"
"BERGEOT TAINTURIER","https://www.qualibat.com/resultat-de-la-recherche/bergeot-tainturier-57931","6 IMPASSE MONTBOUCHARD, 21800 QUETIGNY","0380460149","bergeot.tainturier.celine@orange.fr","0172501010","01725010100023","15",2220000,21,"44"
"CHABOUD FILS","https://www.qualibat.com/resultat-de-la-recherche/chaboud-fils-57974","ROUTE DE PARIS, 21230 ARNAY LE DUC","0380900243","sarl.chaboud.fils@wanadoo.fr","3511586620","35115866200012","8",965773,21,"44"
"DIB PRODUCTION","https://www.qualibat.com/resultat-de-la-recherche/dib-production-58009","2 RUE JOSEPH JACQUARD, 21800 SENNECEY LES DIJON","0380596140","contact@dib-production.fr","3531691050","35316910500049","59",8710000,21,"44"
"GB SERRURERIE","https://www.qualibat.com/resultat-de-la-recherche/gb-serrurerie-118501","ZA DES COMBETS, 21410 FLEUREY SUR OUCHE","0380413455","gb.serrurerie@wanadoo.fr","4895463410","48954634100038","2",306465,21,"44"
"ETUDES REALISATIONS BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/etudes-realisations-batiment-58365","5 RTE DEPARTEMENTALE NUMERO 4, 21500 SENAILLY","0380967491","erb@scop-erb.fr","3778055440","37780554400014","8",825366,21,"44"
"ALU 21","https://www.qualibat.com/resultat-de-la-recherche/alu-21-103225","8 AVENUE EDOUARD SPAHR, 21260 SELONGEY","0380759684","contact@alu-21.com","4395760670","43957606700029","7",1110000,21,"44"
"LANAUD SERRURERIE","https://www.qualibat.com/resultat-de-la-recherche/lanaud-serrurerie-58439","935 RUE DU DESSUS DE LORREY, 21130 AUXONNE","0380310311","serrurerie.lanaud@orange.fr","4839782270","48397822700021","3",205691,21,"44"
"ATELIER MET'ALU","https://www.qualibat.com/resultat-de-la-recherche/atelier-met-alu-158016","23 RUE DE L'INGENIEUR BERTIN, 21600 LONGVIC","0380371764","contacts@atelier-metalu.com","8151891620","81518916200028","13",1410000,21,"44"
"F.P.M - FERMETURE POSE MAINTENANCE","https://www.qualibat.com/resultat-de-la-recherche/f-p-m---fermeture-pose-maintenance-170532","5 IMP DE L'ABBAYE, 21600 OUGES","0380792634","fpmagnes@orange.fr","4221165900","42211659000023","3",384707,21,"44"
"ESPADA SARL","https://www.qualibat.com/resultat-de-la-recherche/espada-sarl-58032","20 AVENUE DE LA TILLE, 21110 GENLIS","0380312179","sarl.espada@wanadoo.fr","4538605460","45386054600028","21",3060000,21,"44"
"BOUDIER SAS","https://www.qualibat.com/resultat-de-la-recherche/boudier-sas-58371","7 RUE DES FRERES MONTGOLFIER, 21300 CHENOVE","0380651621","accueil@boudier-metallerie.fr","4086357380","40863573800037","50",7080000,21,"44"
"GMS","https://www.qualibat.com/resultat-de-la-recherche/gms-136438","16 RUE JEAN GABIN, 21110 GENLIS","0380379848","jeanpierregenongms@gmail.com","3450033880","34500338800021","1",80000,21,"44"
"REGGIORI SAS","https://www.qualibat.com/resultat-de-la-recherche/reggiori-sas-58191","11 IMPASSE DE LA MARGELLE, 21800 CHEVIGNY ST SAUVEUR","0380461032","sas.reggiori@orange.fr","3832551060","38325510600015","5",350158,21,"44"
