"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"BARCO ETANCHEITE","https://www.qualibat.com/resultat-de-la-recherche/barco-etancheite-22114","740 RUE LEONARD DE VINCI, 45400 SEMOY","0238836257","arobert@barco-etancheite.com","3215123780","32151237800035","34",7860000,45,"32"
"ART.CA.VIC ETANCHEITE BARDAGE","https://www.qualibat.com/resultat-de-la-recherche/art-ca-vic-etancheite-bardage-22978","100 RUE DU CLOS PASQUIES, 45650 SAINT-JEAN-LE-BLANC","0238768110","nadine.patinote@artcavic.com","4520912340","45209123400024","12",2400000,45,"32"
"CLAUDE BORDILLON","https://www.qualibat.com/resultat-de-la-recherche/claude-bordillon-22151","98 RUE GEORGES CLEMENCEAU, 45500 GIEN","0238671149","sarl.bordillon@wanadoo.fr","4342813580","43428135800011","19",2320000,45,"32"
"3 MDV","https://www.qualibat.com/resultat-de-la-recherche/3-mdv-132886","96 ALLEE DES ERABLES ZAC DE LA CHAVANNERIE, 45240 LA FERTE ST AUBIN","0238646892","3mdv@3mdv.fr","5125204040","51252040400025","20",4050000,45,"32"
"BRAUN ETANCHEITE","https://www.qualibat.com/resultat-de-la-recherche/braun-etancheite-93195","110 RUE DE LA FOLIE, 45400 SEMOY","0238885495","secretariat@braun-etancheite.fr","7503291950","75032919500010","31",6740000,45,"32"
"SOCIETE D'ENTREPRISE GENERALE JEAN-FRANCOIS METZ","https://www.qualibat.com/resultat-de-la-recherche/societe-d-entreprise-generale-jean-francois-metz-22516","2 RUE DE L'INDUSTRIE, 45000 ORLEANS","0238763876","contact@metz-sa.fr","0865805030","08658050300059","79",8109999.999999999,45,"32"
"SOLTECHNIC  SARL","https://www.qualibat.com/resultat-de-la-recherche/soltechnic-sarl-22802","1 BIS RUE DE L'INDUSTRIE, 45073 ORLEANS","0238764441","contact@soltechnic.fr","3980921140","39809211400014","17",2410000,45,"32"
"D.S.O.M. ETANCHEITE","https://www.qualibat.com/resultat-de-la-recherche/d-s-o-m-etancheite-22236","116 RUE HENRI BECQUEREL LES SABLES DE SARY, 45770 SARAN","0238747617","contact@dsom.fr","3523602590","35236025900027","30",5790000,45,"32"
"ONAL","https://www.qualibat.com/resultat-de-la-recherche/onal-92432","4 RUE DES ACACIAS, 45200 MONTARGIS","0238850236","eonal@wanadoo.fr","4438045390","44380453900015","7",856549,45,"32"
"BRAUN ASSISTANCE ENVELOPPE","https://www.qualibat.com/resultat-de-la-recherche/braun-assistance-enveloppe-171309","2 RUE DES FOULONS, 45400 FLEURY-LES-AUBRAIS","0238515433","secretariat@braun-ae.fr","8241712010","82417120100018","14",1990000,45,"32"
