"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"MAÇONNERIE MARQUES","https://www.qualibat.com/resultat-de-la-recherche/ma-onnerie-marques-124600","6, RUE CLÉMENT ROCASSEL, 77620 EGREVILLE","0164288127","marques.jorge@sfr.fr","5178446190","51784461900018","3",165793,77,"41"
"DANI","https://www.qualibat.com/resultat-de-la-recherche/dani-44899","BATIMENT 1 ALLEE DU PLATEAU, 77200 TORCY","0965220075","dani94@orange.fr","4381885910","43818859100020","14",2049999.9999999998,77,"41"
"BEUVELET","https://www.qualibat.com/resultat-de-la-recherche/beuvelet-159714","11 RUE GRANDE, 77760 GUERCHEVILLE","0164240226","herve.beuvelet@neuf.fr","5085835560","50858355600016","6",355840,77,"41"
"QUINCYRENOV SAS","https://www.qualibat.com/resultat-de-la-recherche/quincyrenov-sas-98905","24, RUE DE MEAUX, 77860 QUINCY VOISINS","0160045242","quincyrenov@orange.fr","5106279200","51062792000018","10",1530000,77,"41"
"PIERRES ET POUTRES","https://www.qualibat.com/resultat-de-la-recherche/pierres-et-poutres-99512","7 RTE DE VILLIERS, 77780 BOURRON MARLOTTE","0164287308","contact@pierresetpoutres.fr","4980663230","49806632300052","7",487844,77,"41"
"M.C.R.","https://www.qualibat.com/resultat-de-la-recherche/m-c-r--20069","11, RUE DU TIR, 77500 CHELLES","0164721105","mcr.tavian@orange.fr","3978700150","39787001500054","3",200108,77,"41"
"ICB  (SARL)","https://www.qualibat.com/resultat-de-la-recherche/icb-sarl--19597","71, RUE DU GENERAL MALTERRE, 77000 VAUX LE PENIL","0164370728","icb@icbsarl.fr","3496969220","34969692200039","13",4110000.0000000005,77,"41"
"MASROUKI CONSTRUCTION CONSULTANT","https://www.qualibat.com/resultat-de-la-recherche/masrouki-construction-consultant-95880","1 VOIE GALLO ROMAINE, 77860 QUINCY VOISINS","0160041732","mcc77.contact@gmail.com","5350695040","53506950400020","7",2000000,77,"41"
"ENTREPRISE OLIVEIRA FERNANDES NUNO","https://www.qualibat.com/resultat-de-la-recherche/entreprise-oliveira-fernandes-nuno-154732","RUE DU PRE DES BOURDEAUX, 77515 FAREMOUTIERS","0164040079","contact@sarl-oliveira-fernandes.fr","5130508310","51305083100025","7",772987,77,"41"
"GD ISOLATION","https://www.qualibat.com/resultat-de-la-recherche/gd-isolation-140189","29, RUE GASTON DARLEY, 77140 NEMOURS","0164287759","gdisolation@orange.fr","3479015550","34790155500040","9",570009,77,"41"
"EPRIM","https://www.qualibat.com/resultat-de-la-recherche/eprim-72250","13 AVENUE JOSEPH PAXTON PARC D'ACTIVITE DU BEL AIR, 77164 FERRIERES EN BRIE","0164773333","compta@eprim.fr","3386282090","33862820900078","10",2700000,77,"41"
"ENTREPRISE D'OUVRAGE DU BATIMENT ET MACONNERIE","https://www.qualibat.com/resultat-de-la-recherche/entreprise-d-ouvrage-du-batiment-et-maconnerie-171813","38 RUE VERTE, 77120 COULOMMIERS","0164040063","saseobm@gmail.com","8206592410","82065924100039","6",913367,77,"41"
"PEREIRA ET FILS BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/pereira-et-fils-batiment-99444","1 QUATER GRANDE RUE, 77450 VIGNELY","0160019255","raulpereira@orange.fr","7979823110","79798231100020","8",840349,77,"41"
"PLAC'RENOV","https://www.qualibat.com/resultat-de-la-recherche/plac-renov-106645","145 AVENUE CHARLES ROUXEL, 77340 PONTAULT COMBAULT","0164160728","sarlplacrenov@bbox.fr","4289933800","42899338000024","2",79631,77,"41"
"BERIN PLAFONDS","https://www.qualibat.com/resultat-de-la-recherche/berin-plafonds-72430","CHEMIN SAINT JACQUES, 77115 SIVRY COURTRY","0164416073","berin.plafonds@yahoo.fr","4077280130","40772801300027","15",3930000,77,"41"
"SMMC","https://www.qualibat.com/resultat-de-la-recherche/smmc-45141","13 AVENUE J PAXTON PARC D'ACTIVITES DU  BEL AIR, 77164 FERRIERES EN BRIE","0160947070","contact@smmc.fr","3382922380","33829223800049","13",5850000,77,"41"
"GTS AMENAGEMENT","https://www.qualibat.com/resultat-de-la-recherche/gts-amenagement-110331","4, RUE ANDRE MARIE AMPERE, 77380 COMBS LA VILLE","0164130112","gaudu@gts-amenagement.fr","5316810470","53168104700027","4",723107,77,"41"
"ACTIF","https://www.qualibat.com/resultat-de-la-recherche/actif-155539","3 ALL DE BROLLES, 77590 BOIS LE ROI","0682145201","actif.fr@gmail.com","5284458020","52844580200010","5",758605,77,"41"
"DA ISOLATION","https://www.qualibat.com/resultat-de-la-recherche/da-isolation-110008","8, RUE DU CHAMPS DE MARS, 77920 SAMOIS SUR SEINE","0164246185","da.isolation@gmail.com","3852709620","38527096200017","3",219146,77,"41"
"IDS","https://www.qualibat.com/resultat-de-la-recherche/ids-19421","ZONE INDUSTRIELLE 1240, RUE SAINT JUST, 77000 VAUX LE PENIL","0164394488","compta.ids@ids-sa.fr","3308423940","33084239400042","23",6250000,77,"41"
"A.R.D.","https://www.qualibat.com/resultat-de-la-recherche/a-r-d--93225","45, RUE AMPERE, 77400 LAGNY SUR MARNE","0164020213","secretariat@societe-ard.fr","4216420830","42164208300024","8",3370000,77,"41"
"REALISATIONS SAF","https://www.qualibat.com/resultat-de-la-recherche/realisations-saf-41977","13 RUE DES CINQ PERCHES, 77500 CHELLES","0160206303","realisation.saf@wanadoo.fr","4117448080","41174480800022","14",2360000,77,"41"
"SOCIETE PROFFESSIONNELLE  DE CONSTRUCTION","https://www.qualibat.com/resultat-de-la-recherche/societe-proffessionnelle-de-construction-147633","364 RUE DES FRERES THIBAULT, 77190 DAMMARIE LES LYS","0164390843","contact@spconstruction.pro","4842514260","48425142600025","9",1840000,77,"41"
"DURAND ET FILS","https://www.qualibat.com/resultat-de-la-recherche/durand-et-fils-19126","3,  VIEUX CHEMIN DE PARIS, 77160 PROVINS","0164002216","alice.durand2@wanadoo.fr","3834565140","38345651400017","7",507712,77,"41"
"LO FORTE","https://www.qualibat.com/resultat-de-la-recherche/lo-forte-160662","17 RUE LENOTRE, 77400 LAGNY SUR MARNE","0981733101","y.loforte@dec-home.com","5282260790","52822607900028","18",1300000,77,"41"
"ISOLATION 2000","https://www.qualibat.com/resultat-de-la-recherche/isolation-2000-19611","ZAC DE GUERMANTES VILLAGE 5, ALLEE DU CLOS CHARON, 77600 GUERMANTES","0160073525","","3328662840","33286628400042","40",5400000,77,"41"
"SORBAT 77","https://www.qualibat.com/resultat-de-la-recherche/sorbat-77-20182","ZAC DE L'EUROPE 295, AVENUE DE L'EUROPE, 77310 ST FARGEAU PONTHIERRY","0160659124","contact@sorbat77.fr","4213530790","42135307900047","36",5150000,77,"41"
"HITEC","https://www.qualibat.com/resultat-de-la-recherche/hitec-17687","39 RUE LAVOISIER, 77270 VILLEPARISIS","0177807336","vrobic@hitecfrance.com","3780568400","37805684000101","34",11340000,77,"41"
"ALC SERVICES RP","https://www.qualibat.com/resultat-de-la-recherche/alc-services-rp-20363","E.A.E. DE LA TUILERIE 3 RUE HENRI BECQUEREL, 77500 CHELLES","0164265501","alc@alcservices.fr","3476550940","34765509400055","6",1540000,77,"41"
"SPCMA","https://www.qualibat.com/resultat-de-la-recherche/spcma-20249","Z.A. 2, CHEMIN DU MOULIN DE TUSSAC, 77410 ST MESMES","0160949596","spcma@orange.fr","4106613830","41066138300027","16",5470000,77,"41"
"EMO MACONNERIE D'OCQUERRE","https://www.qualibat.com/resultat-de-la-recherche/emo-maconnerie-d-ocquerre-18876","24, GRANDE RUE OCQUERRE, 77440 LIZY SUR OURCQ","0160017615","cedric.emo@orange.fr","3042923110","30429231100020","3",346926,77,"41"
"S.P.M. CONSTRUCTION","https://www.qualibat.com/resultat-de-la-recherche/s-p-m-construction-99327","ZI 8-10 RUE DE LA MARE BLANCHE, 77186 NOISIEL","0160177264","contact@spm-construction.fr","7899137460","78991374600028","13",3270000,77,"41"
"STA BAT","https://www.qualibat.com/resultat-de-la-recherche/sta-bat-88872","4 BOULEVARD DE BEAUBOURG BATIMENT A - N°1, 77183 CROISSY BEAUBOURG","0161440103","societe@stabat.fr","5015769870","50157698700033","25",4500000,77,"41"
"MPB","https://www.qualibat.com/resultat-de-la-recherche/mpb-79197","30 RUE DE FREGY, 77610 FONTENAY TRESIGNY","0164845115","contact@mpbplatrerie.fr","4888912840","48889128400033","33",8740000,77,"41"
"ISTRA","https://www.qualibat.com/resultat-de-la-recherche/istra-45156","ZAC DE L'AMIRAULT 19 RUE DE LAMIRAULT, 77090 COLLEGIEN","0156731022","istrabat94@wanadoo.fr","4476178870","44761788700032","50",31040000,77,"41"
"SOLIVEAU ET FILS","https://www.qualibat.com/resultat-de-la-recherche/soliveau-et-fils-119208","48 RUE DE LHÊTRE, 77750 ORLY SUR MORIN","0160223042","entreprise.soliveau@soliveau.fr","3810241990","38102419900022","12",753443,77,"41"
