"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"MENUISERIE GENERALE PETITHORY - MGP","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-generale-petithory---mgp-29870","N° 1 LE GEAY, 37310 COURCAY","0247941861","contact@mgp-menuiserie.fr","4005920280","40059202800015","8",819491,37,"43"
"CHAMPIGNY SEGELLES","https://www.qualibat.com/resultat-de-la-recherche/champigny-segelles-88211","380 RUE FRANCIS PERRIN, 37260 MONTS","0247672222","accueil@csi-champignysegelles.com","5242783970","52427839700061","26",5550000,37,"43"
"ETABLISSEMENTS RIBREAU","https://www.qualibat.com/resultat-de-la-recherche/etablissements-ribreau-29641","ROUTE DE VALENCAY ""MONTIGNY"", 37460 MONTRESOR","0247927086","accueil@ribreau-menuiserie.com","3434027800","34340278000013","36",3430000,37,"43"
"ETABLISSEMENTS OUDIN","https://www.qualibat.com/resultat-de-la-recherche/etablissements-oudin-74580","Z.I. SUD 7 RUE MARIE CURIE, 37130 LANGEAIS","0247965385","menuiserieoudin@wanadoo.fr","4447233810","44472338100018","18",2009999.9999999998,37,"43"
"ALZON S.A.R.L.","https://www.qualibat.com/resultat-de-la-recherche/alzon-s-a-r-l--29829","2, RUE DE LA GARE, 37500 LIGRE","0247983771","contact@alzonmenuiserie.fr","3935225600","39352256000027","9",636166,37,"43"
"MENUISERIE PELLETIER PATRICE","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-pelletier-patrice-103208","18 CHEMIN DES AUNAYS, 37190 SACHE","0247268410","pelletier.patrice@wanadoo.fr","4353275640","43532756400025","5",365604,37,"43"
"MENUISERIE DELALANDE","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-delalande-112872","17 RUE JOSEPH CUGNOT, 37300 JOUE LES TOURS","0247675353","contact@menuiserie-delalande.com","7998685830","79986858300011","23",1630000,37,"43"
"MAM","https://www.qualibat.com/resultat-de-la-recherche/mam-29639","MENUISERIE AGENCEMENT MAGASINS 3, RUE DESCARTES B.P. 153, 37701 SAINT PIERRE DES CORPS CEDEX","0247632050","menuiserie.mam@hotmail.com","3484484400","34844844000019","5",393219,37,"43"
"VILLEVAUDET ETS","https://www.qualibat.com/resultat-de-la-recherche/villevaudet-ets-29548","RUE DU CHÂTEAU D'EAU ZA DE LA BOÎTARDIÈRE, 37530 CHARGE","0247571104","contact@villevaudet.fr","3348187880","33481878800021","12",1270000,37,"43"
"MENUISERIE BERTON","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-berton-189857","2 LES ROSIERS, 37220 PARCAY SUR VIENNE","0247952683","menuiserie.berton@yahoo.fr","8930915040","89309150400017","5",NaN,37,"43"
"ETABLISSEMENTS MEUNIER","https://www.qualibat.com/resultat-de-la-recherche/etablissements-meunier-29492","300-302 RUE MARCEL CACHIN, 37700 SAINT PIERRE DES CORPS","0247440150","etsmeuniermenuiserie@orange.fr","7148011310","71480113100018","5",649975,37,"43"
"MENUISERIE LESPAGNOL","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-lespagnol-72563","9 RUE DE LA MARTELLERIE, 37600 ST SENOCH","0247593345","lescaseb@menuiserielespagnol.fr","4302618910","43026189100013","16",1610000,37,"43"
"BRIGAND SARL","https://www.qualibat.com/resultat-de-la-recherche/brigand-sarl-29430","9 RUE CHRISTOPHE PLANTIN, 37230 FONDETTES","0247540167","sarlbrigand@sarlbrigand.eu","6948001520","69480015200019","4",561764,37,"43"
"LAFOREST SAS","https://www.qualibat.com/resultat-de-la-recherche/laforest-sas-29470","6 RUE BAPTISTE MARCET, 37075 TOURS CEDEX 2","0247542427","laforest@laforest-sas.com","7048003660","70480036600012","29",4110000.0000000005,37,"43"
"ENTREPRISE QUETIN","https://www.qualibat.com/resultat-de-la-recherche/entreprise-quetin-29515","41, RUE DES CLAIES, 37550 ST AVERTIN","0247284618","florence.quetin@sa-quetin.fr","3015481520","30154815200018","8",577579,37,"43"
"GUILLOT-CHAMPION SARL","https://www.qualibat.com/resultat-de-la-recherche/guillot-champion-sarl-29798","5 RUE DE SUÈDE, 37100 TOURS","0247291408","guillot-champion@wanadoo.fr","4037118560","40371185600027","28",3770000,37,"43"
