"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"LES ALERIONS - TLTP","https://www.qualibat.com/resultat-de-la-recherche/les-alerions---tltp-20431","18, RUE WOLFGANG AMADEUS MOZART B.P. 38, 77413 CLAYE SOUILLY CEDEX","0160260012","les.alerions@orange.fr","3101308770","31013087700049","6",1290000,77,"47"
"S.P.P. SERVICES ET PROTECTION PARTICULIER","https://www.qualibat.com/resultat-de-la-recherche/s-p-p-services-et-protection-particulier-20275","Z.A. EIFFEL 49, RUE EIFFEL, 77220 GRETZ ARMAINVILLIERS","0164660602","spp@spp-aluminium.com","3325089510","33250895100024","12",2380000,77,"47"
"TECHNIGLASS","https://www.qualibat.com/resultat-de-la-recherche/techniglass-20389","ZI DE LA MOTTE 13 BIS, RUE VICTOR BALTARD, 77410 CLAYE SOUILLY","0160083946","contact@techniglass.fr","4452495760","44524957600023","12",1240000,77,"47"
"MAJIP","https://www.qualibat.com/resultat-de-la-recherche/majip-19250","14, AVENUE DES ALLIES, 77320 LA FERTE GAUCHER","0164201880","vitreriemajip@gmail.com","6820211260","68202112600037","4",354516,77,"47"
"ALVES (SARL)","https://www.qualibat.com/resultat-de-la-recherche/alves-sarl--19283","20,  RUE MONDET, 77860 ST GERMAIN SUR MORIN","0160043343","alves@alves.fr","3500232300","35002323000013","10",566620,77,"47"
"FRANCILIENNE DE MIROITERIE","https://www.qualibat.com/resultat-de-la-recherche/francilienne-de-miroiterie-40989","16 RUE DE BERLIN, 77144 MONTEVRAIN","0160361959","david.rospars@orange.fr","3477312670","34773126700048","8",1390000,77,"47"
"S.M.V.","https://www.qualibat.com/resultat-de-la-recherche/s-m-v--20035","12 IMPASSE DE LA FOSSE ROUGE LOTISSEMENT LAVOISIER, 77220 PRESLES EN BRIE","0164074509","miroiteriesmv@orange.fr","4034705370","40347053700032","5",801866,77,"47"
"ETS MILLET","https://www.qualibat.com/resultat-de-la-recherche/ets-millet-20315","38-40, RUE DE LA FONTAINE DE L'ERABLE, 77148 LAVAL EN BRIE","0160967169","contact@menuiserie-millet.fr","4512733790","45127337900011","20",3490000,77,"47"
"A.C.E.E.","https://www.qualibat.com/resultat-de-la-recherche/a-c-e-e--20193","5 RUE DE MONTCHAVANT, 77250 ECUELLES","0164457982","acee@acee.fr","3344160050","33441600500067","82",7490000,77,"47"
"SEFG 2000","https://www.qualibat.com/resultat-de-la-recherche/sefg-2000-20392","PARC ARTISANAL 13, BOULEVARD DES ARTISANS, 77700 BAILLY ROMAINVILLIERS","0160427025","sefg2000@wanadoo.fr","4313480510","43134805100035","22",4099999.9999999995,77,"47"
"PELUGLASS","https://www.qualibat.com/resultat-de-la-recherche/peluglass-18982","50, AVENUE DES DEUX CHATEAUX, 77600 GUERMANTES","0164304500","peluglass@orange.fr","7469512270","74695122700022","11",1220000,77,"47"
"ESPRIT D'EPOQUE","https://www.qualibat.com/resultat-de-la-recherche/esprit-d-epoque-179884","1 RUE RAYMOND MOREL, 77170 BRIE COMTE ROBERT","0661298166","espritepoque.marquises@gmail.com","8520269210","85202692100019","1",91000,77,"47"
"BONNARDEL (S.A.S)","https://www.qualibat.com/resultat-de-la-recherche/bonnardel-s-a-s--18812","ZAC DU PETIT ROCHER 2, AVE DU PRÉSIDENT PAUL SÉRAMY B.P.9, 77870 VULAINES SUR SEINE","0164695480","courrier@bonnardel.fr","3067956830","30679568300037","70",20050000,77,"47"
"ATELIERS DU RAINCY","https://www.qualibat.com/resultat-de-la-recherche/ateliers-du-raincy-19873","ZAC DE LA TUILERIE 18, RUE DES 5 PERCHES, 77645 CHELLES CEDEX","0164217557","adr@adrmetallerie.fr","6482023800","64820238000032","16",2490000,77,"47"
"FDS CORPUS","https://www.qualibat.com/resultat-de-la-recherche/fds-corpus-20180","Z.I. DES 50 ARPENTS 6, RUE DENIS PAPIN, 77680 ROISSY EN BRIE","0160283030","karine.sanchez@fds-corpus.fr","4125650380","41256503800020","23",4340000,77,"47"
"MIROITERIE GENERALE","https://www.qualibat.com/resultat-de-la-recherche/miroiterie-generale-19428","4, RUE PAUL CEZANNE LA ROCHETTE, 77000 MELUN","0164396660","berthier.brigitte@mgmelun.fr","3311731530","33117315300015","9",1080000,77,"47"
"REITHLER SAS","https://www.qualibat.com/resultat-de-la-recherche/reithler-sas-18969","5, RUE CLAUDE CHAPPE, 77400 LAGNY SUR MARNE","0164300532","reithler@wanadoo.fr","7849507270","78495072700056","28",6790000,77,"47"
"ATELIER FRANCILIEN MIROITERIE METALLERIE","https://www.qualibat.com/resultat-de-la-recherche/atelier-francilien-miroiterie-metallerie-82923","220 - 4 ALLEE DES ORMETEAUX ZAC DU TUBOEUF, 77170 BRIE COMTE ROBERT","0160346311","contact.metre@m-b-t.eu","4513763210","45137632100019","21",6570000,77,"47"
"FELDIS ET LEVIAUX  S.A.S","https://www.qualibat.com/resultat-de-la-recherche/feldis-et-leviaux-s-a-s-19087","400 AV DE L'EUROPE, 77240 VERT SAINT DENIS","0164391787","secretariat@feldisleviaux.fr","4241525280","42415252800024","49",10140000,77,"47"
"PATRICK JEAN PEINTURE SARL","https://www.qualibat.com/resultat-de-la-recherche/patrick-jean-peinture-sarl-19974","32, ALLÉE DES PLATANES ZONE ARTISANALE, 77100 MEAUX","0160230204","contact@patrickjeanpeinture.com","4086337330","40863373300022","12",1100000,77,"47"
