"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"SAS DURIEUX ET FILS","https://www.qualibat.com/resultat-de-la-recherche/sas-durieux-et-fils-66433","ZI LE SOLIER, 43220 DUNIERES","0471668287","contact@durieuxetfils.com","3235901330","32359013300027","13",972520,43,"23"
"DELABRE CONSTRUCTION BOIS","https://www.qualibat.com/resultat-de-la-recherche/delabre-construction-bois-105909","RUE SAGNECROZE, 43260 LANTRIAC","0786161180","delabre.constructionbois@orange.fr","5313954240","53139542400017","3",276712,43,"23"
"ASSEZAT JEAN CLAUDE","https://www.qualibat.com/resultat-de-la-recherche/assezat-jean-claude-66619","11 RUE DE LA  TRANSCEVENOLE, 43700 BRIVES CHARENSAC","0471031195","contact@assezat.com","3996509850","39965098500027","15",1910000,43,"23"
"PICHOT LUDOVIC","https://www.qualibat.com/resultat-de-la-recherche/pichot-ludovic-148225","ROUTE DE LANGEAC, 43300 PINOLS","0471762921","pichotmenuiserie.43@hotmail.fr","5287922520","52879225200017","1",276142,43,"23"
"ENT. GENER. BAT. TP GUY PEYRARD (E.G.B.T.P.)","https://www.qualibat.com/resultat-de-la-recherche/ent-gener-bat-tp-guy-peyrard-e-g-b-t-p--66568","ZA LA CHAVANA, 43220 RIOTORD","0471753158","egbtp.peyrard@orange.fr","3983430870","39834308700027","33",2940000,43,"23"
"VOLLE CHARPENTE","https://www.qualibat.com/resultat-de-la-recherche/volle-charpente-132269","ROUTE DES BARAQUES, 43370 CUSSAC SUR LOIRE","0630272650","vollecharpente@gmail.com","5122448980","51224489800015","3",250000,43,"23"
"DYNAMIC BOIS CHARPENTE","https://www.qualibat.com/resultat-de-la-recherche/dynamic-bois-charpente-66611","20 BIS RUE DES POTELLERIES BP 9, 43270 ALLEGRE","0471002290","contact@dynamicboischarpente.fr","4135622400","41356224000015","15",2380000,43,"23"
"ENTREPRISE MARIUS AMPILHAC ET FILS","https://www.qualibat.com/resultat-de-la-recherche/entreprise-marius-ampilhac-et-fils-66578","4 RUE GERMAIRE TILLION, 43270 ALLEGRE","0471002220","ampilhacjeandavid@gmail.com","3291310490","32913104900036","14",1380000,43,"23"
"PAGES JEAN SARL","https://www.qualibat.com/resultat-de-la-recherche/pages-jean-sarl-138743","CHEMIN DE BATAILLOUX, 43260 ST HOSTIEN","0471576692","sarlpages@yahoo.fr","3844730210","38447302100010","12",1110000,43,"23"
"TEYSSONNEYRE JEAN-PIERRE","https://www.qualibat.com/resultat-de-la-recherche/teyssonneyre-jean-pierre-159194","ORCENAC, 43350 ST PAULIEN","0671215676","tjpcharpente@aol.com","4892997270","48929972700037","3",180821,43,"23"
"BUFFERNE ET FILS","https://www.qualibat.com/resultat-de-la-recherche/bufferne-et-fils-119860","LE BOURG, 43500 BOISSET","0471613509","j.bufferne@orange.fr","7981901380","79819013800015","4",410754,43,"23"
"MENUISERIE CHARPENTE PONTIER YVES - MCPY","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-charpente-pontier-yves---mcpy-119032","LE BOURG, 43170 CHANALEILLES","0471743521","yves.pontier@orange.fr","4488259920","44882599200010","8",1570000,43,"23"
"LOGIS BOIS CONSTRUCTION","https://www.qualibat.com/resultat-de-la-recherche/logis-bois-construction-66593","CHEMIN DU DRAGON, 43400 LE CHAMBON SUR LIGNON","0471592969","logis.bois.construction@wanadoo.fr","3343249100","33432491000010","6",381243,43,"23"
"COURTINAT CHARPENTE SARL","https://www.qualibat.com/resultat-de-la-recherche/courtinat-charpente-sarl-128170","LE BOURG, 43320 ST JEAN DE NAY","0471086473","sarl-courtinat@orange.fr","4314747410","43147474100011","8",597952,43,"23"
"FOUVET CHARPENTES","https://www.qualibat.com/resultat-de-la-recherche/fouvet-charpentes-66440","LA CHANALE, 43200 ST JULIEN DU PINET","0471591476","contact@charpentes-fouvet.com","3895111890","38951118900018","12",1170000,43,"23"
"S.E. ETS VALENTIN","https://www.qualibat.com/resultat-de-la-recherche/s-e-ets-valentin-66586","VILLAGE DE VON, 43300 LANGEAC","0471770783","menuiserie.valentin@wanadoo.fr","3882279440","38822794400021","18",1640000,43,"23"
"JAMMES J JL","https://www.qualibat.com/resultat-de-la-recherche/jammes-j-jl-75496","MAURIAC, 43320 CHASPUZAC","0471086790","sarl.jammes@gmail.com","4952871460","49528714600015","11",904211,43,"23"
"ETS D. MICHEL","https://www.qualibat.com/resultat-de-la-recherche/ets-d-michel-66466","LE PINY HAUT 875 ROUTE DE QUEYRIÈRES, 43200 YSSINGEAUX","0471590877","etsdmichel@orange.fr","4231813870","42318138700014","18",1000000,43,"23"
"RACINEO CONSTRUCTION","https://www.qualibat.com/resultat-de-la-recherche/racineo-construction-173931","ZI CHAVANON II, 43120 MONISTROL SUR LOIRE","0471750535","guillaume@racineo.fr","8252824110","82528241100016","13",1840000,43,"23"
"AULAGNIER ERIC","https://www.qualibat.com/resultat-de-la-recherche/aulagnier-eric-173041","LA CHAMBERTIERE HAUTE, 43200 LAPTE","0471593669","aulagnier.eric@orange.fr","3897153680","38971536800012","4",283785,43,"23"
"BEYSSAC MENUISERIE CHARPENTE","https://www.qualibat.com/resultat-de-la-recherche/beyssac-menuiserie-charpente-140328","LE BOURG, 43160 FELINES","0471009069","beyssacsas@gmail.com","4518421650","45184216500024","2",277315,43,"23"
"SCIERIE BARLET","https://www.qualibat.com/resultat-de-la-recherche/scierie-barlet-96703","LIEU DIT BABONNES, 43170 THORAS","0471744527","scierie-sb@wanadoo.fr","5217289800","52172898000017","5",329061,43,"23"
"MENUI 43 S.A.R.L.","https://www.qualibat.com/resultat-de-la-recherche/menui-43-s-a-r-l--66605","ROUTE DE CRAPONNE, 43130 RETOURNAC","0471594588","menui43@orange.fr","3912988900","39129889000024","4",249701,43,"23"
"OBOTOIT","https://www.qualibat.com/resultat-de-la-recherche/obotoit-160700","ZA LES PORTES DU VELAY DESFORANGES, 43140 LA SEAUVE SUR SEMENE","0471564390","obotoit.guillaumelardon@orange.fr","8204960650","82049606500021","3",607120,43,"23"
"CHANAL ET DELABRE MENUISERIE CHARPENTE","https://www.qualibat.com/resultat-de-la-recherche/chanal-et-delabre-menuiserie-charpente-122429","LES TERRES BLANCHES LA LOUBEYRE, 43260 LANTRIAC","0471051122","chanal.sarl@orange.fr","3091743240","30917432400017","7",516768,43,"23"
"ENTREPRISE BONNIDAT FRERES ","https://www.qualibat.com/resultat-de-la-recherche/entreprise-bonnidat-freres--79355","VIALETTES, 43510 CAYRES","0471573055","bonnidat-freres@wanadoo.fr","4435844610","44358446100018","11",1140000,43,"23"
"MIRMAND MENUISERIE","https://www.qualibat.com/resultat-de-la-recherche/mirmand-menuiserie-66554","LE BOURG MENUISERIE, 43490 COSTAROS","0471571657","annick.mirmand@hotmail.fr","4038770950","40387709500014","9",1170000,43,"23"
"CHARRA MACONNERIE","https://www.qualibat.com/resultat-de-la-recherche/charra-maconnerie-92515","ZA DES MAURAS, 43220 RIOTORD","0471753795","administration@charra-btp.fr","5338419200","53384192000028","23",2250000,43,"23"
"SARL CAILLAUD BOURLEYRE","https://www.qualibat.com/resultat-de-la-recherche/sarl-caillaud-bourleyre-66400","ZA DE LARGELIER, 43100 COHADE","0471509012","caillaud.charpente@wanadoo.fr","3206371920","32063719200032","19",2110000,43,"23"
"GUILHOT CONSTRUCTION BOIS","https://www.qualibat.com/resultat-de-la-recherche/guilhot-construction-bois-108758","MADELONNET, 43520 MAZET ST VOY","0471650523","contact@guilhot-constructionbois.fr","4789343180","47893431800013","34",6430000,43,"23"
"CONSTRUCTION BOIS MAURIN (CBM)","https://www.qualibat.com/resultat-de-la-recherche/construction-bois-maurin-cbm--110032","LIEU DIT LES MAZEAUX, 43220 RIOTORD","0471753068","sarl.cbm@orange.fr","7539250310","75392503100019","12",1420000,43,"23"
"MENUISERIE CHARPENTE RASCLE JOSEPH","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-charpente-rascle-joseph-66498","496 CHEMIN DE GAUTHIER, 43620 ST ROMAIN LACHALM","0471610096","ch.rascle@gmail.com","3415853620","34158536200013","4",347336,43,"23"
"ALIROL ERIC","https://www.qualibat.com/resultat-de-la-recherche/alirol-eric-113656","LE BOURG, 43370 SOLIGNAC SUR LOIRE","0471031481","menuiseriealirol@gmail.com","3278268220","32782682200014","3",201769,43,"23"
"VOCANSON FRERES","https://www.qualibat.com/resultat-de-la-recherche/vocanson-freres-152299","9 ROUTE DE FREYCENET, 43150 LAUSSONNE","0471079775","sasvocansonfreres@orange.fr","8123573900","81235739000010","3",208992,43,"23"
"ORFEUVRE ENTREPRISE","https://www.qualibat.com/resultat-de-la-recherche/orfeuvre-entreprise-120487","20 AVENUE DE LA PAUSE LIEU DIT FAY LA TRIOULEYRE, 43700 ST GERMAIN LAPRADE","0471054517","contact@orfeuvre.fr","4092207870","40922078700017","9",682336,43,"23"
