"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"LEJEUNE SARL","https://www.qualibat.com/resultat-de-la-recherche/lejeune-sarl-50984","QUARTIER SAINT ROCH, 06260 PUGET THENIERS","0493050816","compta.lejeune@orange.fr","3826358860","38263588600015","15",4110000.0000000005,6,"31"
"CONVALISIER (SEE)","https://www.qualibat.com/resultat-de-la-recherche/convalisier-see--96168","LIEUDIT ST-NICOLAS, 06450 ST MARTIN VESUBIE","","convalisier@gmail.com","3523343460","35233434600017","3",474147,6,"31"
"PRATICO SARL","https://www.qualibat.com/resultat-de-la-recherche/pratico-sarl-50559","QUAI LA RIBIERE, 06470 GUILLAUMES","0493055312","sarlpratico@aol.com","9718015430","97180154300010","20",1500000,6,"31"
"SANITVAL","https://www.qualibat.com/resultat-de-la-recherche/sanitval-50373","1176 AVENUE SAINT MARTIN, 06250 MOUGINS","0493755940","c.plank@sanitval.fr","3136435120","31364351200046","22",2000000,6,"31"
"GARRAUD FRANCHITTI (ETS)","https://www.qualibat.com/resultat-de-la-recherche/garraud-franchitti-ets--51046","22 AVENUE JOSEPH HONORÉ ISNARD LES BOIS DE GRASSE, 06130 GRASSE","0493680305","accueil@garraud-franchitti.eu","3307808750","33078087500051","17",2480000,6,"31"
"MOUGINS CHARPENTE COUVERTURE","https://www.qualibat.com/resultat-de-la-recherche/mougins-charpente-couverture-82164","1635 CHEMIN DE LA PLAINE, 06250 MOUGINS","0493060600","mouginscharpentecouverture@orange.fr","5030832140","50308321400018","11",1530000,6,"31"
"TOITURES DU SOLEIL","https://www.qualibat.com/resultat-de-la-recherche/toitures-du-soleil-151777","1681 QUARTIER LE GRALET, 06260 PUGET THENIERS","0493024021","toituresdusoleil@orange.fr","8092660750","80926607500013","4",349148,6,"31"
"TOITURES 06","https://www.qualibat.com/resultat-de-la-recherche/toitures-06-146600","690 RTE DE GRASSE LES ALLEES GRENADINES BAT D, 06600 ANTIBES","0664240121","toitures06@orange.fr","4994873610","49948736100028","2",176482,6,"31"
"GINKO","https://www.qualibat.com/resultat-de-la-recherche/ginko-108353","QUAI DE LA ROSEYRE 69, CHEMIN RURAL 4, 06390 CONTES","0493912672","contact@ginkotoitures.com","4792103040","47921030400016","9",1120000,6,"31"
"GIORDANO TOITURE","https://www.qualibat.com/resultat-de-la-recherche/giordano-toiture-171362","1955 CHE DE SAINT BERNARD MONDIAL PARK- FONT DE CINE- LOT3 A, 06220 VALLAURIS","0493000614","toiture.giordano@wanadoo.fr","4249398900","42493989000028","10",926830,6,"31"
"CONSTRUCTIONS DU MIDI SARL","https://www.qualibat.com/resultat-de-la-recherche/constructions-du-midi-sarl-165567","27 BD DE L'ARIANE, 06300 NICE","0489973437","contact@constructiondumidi.fr","7507653490","75076534900030","8",1030000,6,"31"
"LA CHARPENTERIE","https://www.qualibat.com/resultat-de-la-recherche/la-charpenterie-168629","LA CHARPENTERIE VOIE C - LOT 26 ZI L'ARGILE, 06370 MOUANS SARTOUX","0493751766","contact@lacharpenterie.com","8284810020","82848100200024","11",1330000,6,"31"
"TOITURES ET LUMIERE","https://www.qualibat.com/resultat-de-la-recherche/toitures-et-lumiere-169901","221 CHE DES HAUTES VIGNASSES, 06410 BIOT","0666155813","toituresetlumiere@sfr.fr","4906133530","49061335300047","1",245000,6,"31"
"C.C.A.","https://www.qualibat.com/resultat-de-la-recherche/c-c-a--51385","ZONE ARTISANALE DE L'ARGILE N°26 VOIE C, 06370 MOUANS SARTOUX","0492928860","contact@cca06.com","3441837690","34418376900043","18",1640000,6,"31"
"SMBR (STE MEDITERRANEENNE DE BATIMENT ET DE RENOVATION)","https://www.qualibat.com/resultat-de-la-recherche/smbr-ste-mediterraneenne-de-batiment-et-de-renovation--51214","29 AV AUGUSTE VEROLA HIBISCUS PARK, 06200 NICE","0492295729","smbr@smbr.fr","3220072120","32200721200077","61",6820000,6,"31"
"DA COSTA MACARIO","https://www.qualibat.com/resultat-de-la-recherche/da-costa-macario-131198","1638 AVENUE DE LA PLAINE, 06250 MOUGINS","0981997456","dacostamacario@hotmail.com","8052109290","80521092900024","8",1730000,6,"31"
"BATI EUROPE ACCESSOIRES (BEA)","https://www.qualibat.com/resultat-de-la-recherche/bati-europe-accessoires-bea--51744","QUARTIER LES MOULINS, 06670 CASTAGNIERS","0493087138","bea.bati@club-internet.fr","3476310790","34763107900030","3",505000,6,"31"
"COUVERTURE ZINGUERIE ROGER CUILLIERE","https://www.qualibat.com/resultat-de-la-recherche/couverture-zinguerie-roger-cuilliere-51882","50 TRAVERSE DU PUITS DU PLAN ZI DU TIRAGON, 06370 MOUANS SARTOUX","0493757757","info@rogercuilliere.fr","3919681200","39196812000033","14",1890000,6,"31"
"PEAN CHARPENTES","https://www.qualibat.com/resultat-de-la-recherche/pean-charpentes-51382","QUARTIER ROSEYRE, 06390 CONTES","0493912670","comptabilite@pean-charpentes.com","3450854430","34508544300025","11",1770000,6,"31"
"ZING DE TOIT","https://www.qualibat.com/resultat-de-la-recherche/zing-de-toit-169151","872 CHEMIN DU FROGIER SUPERIEUR, 06690 TOURRETTE LEVENS","0622161911","zingdetoit@gmail.com","8183770460","81837704600029","1",472905,6,"31"
"ALLEGRE BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/allegre-batiment-189290","132 BD EMMANUEL ROUQUIER, 06130 GRASSE","0493090122","allegrebatiment@gmail.com","4324460940","43244609400018","1",31000,6,"31"
"FCP","https://www.qualibat.com/resultat-de-la-recherche/fcp-52095","110 RUE DE ROQUEBILLIÈRE, 06300 NICE","0493566363","fcpgiuglaris@orange.fr","4342693120","43426931200014","16",1940000,6,"31"
"DALMASSO JL","https://www.qualibat.com/resultat-de-la-recherche/dalmasso-jl-128412","88 AVENUE DES ALLIES, 06500 MENTON","0493578421","jldalmasso@orange.fr","4245026980","42450269800014","15",1330000,6,"31"
"GASTAUD","https://www.qualibat.com/resultat-de-la-recherche/gastaud-52189","87, CHEMIN DES ARNAUD, 06730 SAINT ANDRE DE LA ROCHE","0493540128","sarl.gastaud@wanadoo.fr","4237234770","42372347700034","19",5650000,6,"31"
"FERAUD GIBELLIN (EURL ETS)","https://www.qualibat.com/resultat-de-la-recherche/feraud-gibellin-eurl-ets--51036","QUARTIER LE GRALET N° 2429, 06260 PUGET THENIERS","0493050840","contact@feraudetgibellin.com","3910189910","39101899100029","16",1470000,6,"31"
"SPINELLI CHARPENTES","https://www.qualibat.com/resultat-de-la-recherche/spinelli-charpentes-51797","166, DIGUE DE LA GARDE, 06670 ST BLAISE","0492020093","spinelli.charpentes@orange.fr","3929381550","39293815500026","5",872951,6,"31"
"MONTACCI","https://www.qualibat.com/resultat-de-la-recherche/montacci-51856","92 AVENUE DE PIBONSON LES MARGUERITES, 06250 MOUGINS","0493900932","montaccijc@free.fr","3944662210","39446622100022","8",583859,6,"31"
"SC RENOV","https://www.qualibat.com/resultat-de-la-recherche/sc-renov-170989","100 CHE DES BASSES RIBES, 06130 GRASSE","0672710766","christophe.souvairan@free.fr","8119072110","81190721100015","2",326965,6,"31"
"LES TOITURES BARBATO SCHREIBER","https://www.qualibat.com/resultat-de-la-recherche/les-toitures-barbato-schreiber-151133","87 ROUTE DE LAGHET, 06340 LA TRINITE","0493540265","toitures.barbato@wanadoo.fr","8136648360","81366483600018","10",864747,6,"31"
"C.E.G","https://www.qualibat.com/resultat-de-la-recherche/c-e-g-107582","27 BD DE L'ARIANE CENTRE D'AFFAIRES NOVAFFAIRES, 06300 NICE","0493278414","contact@cegtoiture.fr","7931672970","79316729700027","11",4500000,6,"31"
"LORRAINE BATIMENT (SARL)","https://www.qualibat.com/resultat-de-la-recherche/lorraine-batiment-sarl--51350","199 CHEMIN DU VAL DE CAGNES LIEUDIT LES SALLES ORIENTALES, 06800 CAGNES SUR MER","0492028151","lorraine.batiment@orange.fr","3269826670","32698266700056","8",2400000,6,"31"
"GARRONE TECHTURA","https://www.qualibat.com/resultat-de-la-recherche/garrone-techtura-90645","750, CHEMIN DU FERRANDOU, 06250 MOUGINS","0492592110","a.garrone@techtura.fr","5337775530","53377755300017","29",3610000,6,"31"
"ACRO'ZENITH 06","https://www.qualibat.com/resultat-de-la-recherche/acro-zenith-06-172738","2 RUE CHANOINE ALBIN RES LE ZODIAQUE, 06300 NICE","0621191187","contact@acro-zenith.com","8088661490","80886614900012","11",822476,6,"31"
"CCME","https://www.qualibat.com/resultat-de-la-recherche/ccme-92509","ZI SECTEUR B5 ALLEE DES CABLEURS, 06700 SAINT LAURENT DU VAR","0493312403","ccme8@orange.fr","3888579220","38885792200024","19",2470000,6,"31"
"ART TOITURES ET BOIS","https://www.qualibat.com/resultat-de-la-recherche/art-toitures-et-bois-138230","188-190 AVENUE MICHEL JOURDAN, 06110 LE CANNET","0664263294","francois.gigliotti@wanadoo.fr","5398823160","53988231600018","2",167659,6,"31"
